,시도코드,일시,시도,PM10,PM25,PM10등급,PM25등급
162,42,20160611,강원,52.93333333,40.62676056,2,2
163,42,20160612,강원,32.61924686,25.56521739,2,2
164,42,20160613,강원,27.83682008,20.02255639,1,2
165,42,20160614,강원,35.37179487,27.38970588,2,2
166,42,20160615,강원,40.14666667,29.938931300000004,2,2
167,42,20160616,강원,32.38655462,22.1048951,2,2
168,42,20160617,강원,48.91139241,32.66901408,2,2
169,42,20160618,강원,57.98739496,40.15384615,2,2
170,42,20160619,강원,47.40416667,35.85815603,2,2
171,42,20160620,강원,43.3875,31.57638889,2,2
172,42,20160621,강원,43.01265823,30.61538462,2,2
173,42,20160622,강원,35.92340426,27.27007299,2,2
174,42,20160623,강원,32.12727273,21.23571429,2,2
175,42,20160624,강원,29.24056604,21.78676471,1,2
176,42,20160625,강원,29.62962963,18.16428571,1,2
177,42,20160626,강원,33.77777778,21.38028169,2,2
178,42,20160627,강원,35.90277778,21.72916667,2,2
179,42,20160628,강원,37.89237668,25.66666667,2,2
180,42,20160629,강원,29.50638298,20.81617647,1,2
181,42,20160630,강원,31.86637931,20.14285714,2,2
182,42,20160701,강원,26.92827004,17.48,1,2
183,42,20160702,강원,19.31355932,12.12711864,1,1
184,42,20160703,강원,29.25941423,20.17391304,1,2
185,42,20160704,강원,20.5042735,14.63333333,1,1
186,42,20160705,강원,12.38912134,6.8627450979999995,1,1
187,42,20160706,강원,16.48535565,10.36,1,1
188,42,20160707,강원,29.05063291,20.15602837,1,2
189,42,20160708,강원,34.64166667,22.39007092,2,2
190,42,20160709,강원,32.23728814,20.97916667,2,2
191,42,20160710,강원,37.60833333,24.68055556,2,2
192,42,20160711,강원,38.19583333,27.05,2,2
193,42,20160712,강원,32.9,25.78461538,2,2
194,42,20160713,강원,33.66812227,23.22137405,2,2
195,42,20160714,강원,22.927966100000003,14.41221374,1,1
196,42,20160715,강원,21.52340426,11.76811594,1,1
197,42,20160716,강원,14.02941176,10.19811321,1,1
198,42,20160717,강원,13.84100418,9.828828828999999,1,1
199,42,20160718,강원,19.475,12.8358209,1,1
200,42,20160719,강원,26.19354839,16.65972222,1,2
201,42,20160720,강원,23.24669604,14.79411765,1,1
202,42,20160721,강원,22.94273128,13.46666667,1,1
203,42,20160722,강원,23.5814978,13.84671533,1,1
204,42,20160723,강원,28.36666667,16.79577465,1,2
205,42,20160724,강원,29.875,18.56060606,1,2
206,42,20160725,강원,33.75527426,22.23255814,2,2
207,42,20160726,강원,35.1991342,21.87596899,2,2
208,42,20160727,강원,31.35344828,17.86567164,2,2
209,42,20160728,강원,43.41101695,28.83916084,2,2
210,42,20160729,강원,47.25833333,36.27857143,2,2
211,42,20160730,강원,41.85355649,27.95683453,2,2
212,42,20160731,강원,39.33333333,29.3649635,2,2
213,42,20160801,강원,33.59745763,23.18115942,2,2
214,42,20160802,강원,31.20425532,20.63076923,2,2
215,42,20160803,강원,26.77637131,16.17647059,1,2
216,42,20160804,강원,26.91176471,17.74814815,1,2
217,42,20160805,강원,27.3,16.92805755,1,2
218,42,20160806,강원,29.2875,19.02290076,1,2
219,42,20160807,강원,37.74583333,27.69565217,2,2
220,42,20160808,강원,34.125,24.48461538,2,2
221,42,20160809,강원,23.40416667,13.79389313,1,1
222,42,20160810,강원,39.92105263,26.82575758,2,2
223,42,20160811,강원,39.66521739,27.66666667,2,2
224,42,20160812,강원,34.36842105,22.20979021,2,2
225,42,20160813,강원,38.18666667,26.35294118,2,2
226,42,20160814,강원,33.0875,24.03225806,2,2
