,기상번호,시도코드,일시,평균기온(°C),최저기온(°C),최고기온(°C),평균 풍속(m/s),최다풍향(16방위),평균 현지기압(hPa),SO2,CO,O3,NO2,PM10,PM25
2587,2720170130,27,20170130,0.8,-3.3,4.8,4.7,290.0,1015.6,0.003326923,0.377241379,0.030073718,0.011855768999999999,36.26973684,22.81153846
2588,2720170131,27,20170131,-0.6,-7.3,6.6,2.1,290.0,1020.3,0.0037326729999999997,0.39966216200000004,0.018953795,0.023775578,31.32467532,19.28735632
2589,2720170201,27,20170201,0.8,-2.0,5.5,4.6,320.0,1019.6,0.004214984000000001,0.407491857,0.023387622,0.022843647999999998,31.65472313,18.72727273
2590,2720170202,27,20170202,1.3,-3.5,7.8,4.2,290.0,1021.3,0.00413871,0.379354839,0.023316128999999998,0.021687097000000002,24.87096774,11.21935484
2591,2720170203,27,20170203,4.3,-1.0,9.7,2.7,290.0,1018.8,0.005493464,0.545424837,0.018820261,0.033562092,43.79935275,26.47419355
2592,2720170204,27,20170204,6.5,-2.0,13.2,0.9,140.0,1013.3,0.008116883,0.813311688,0.014733766,0.045214286,74.39285714,49.57741935
2593,2720170205,27,20170205,6.1,2.8,12.0,2.7,290.0,1005.4,0.004278845999999999,0.598717949,0.020028846,0.023426282000000003,37.4717608,25.36774194
2594,2720170206,27,20170206,2.4,-0.3,6.2,4.4,320.0,1013.1,0.0036461040000000003,0.437662338,0.033081169,0.015769481000000002,43.00647249,28.03225806
2595,2720170207,27,20170207,1.8,-3.4,8.1,1.2,320.0,1017.6,0.005207921,0.560855263,0.012292763,0.038444079,55.82622951,35.29354839
2596,2720170208,27,20170208,2.4,-1.6,7.9,1.9,320.0,1010.9,0.004713355,0.582410423,0.012801303,0.036029316,56.80781759,36.09385113
2597,2720170209,27,20170209,-1.0,-4.8,2.5,5.3,320.0,1006.4,0.003339869,0.33790849700000003,0.031859477000000004,0.012133986999999999,35.06840391,13.36893204
2598,2720170210,27,20170210,-3.0,-5.8,0.5,5.4,320.0,1009.3,0.002915584,0.31032258100000004,0.030567742000000002,0.011645161000000001,31.39482201,13.30322581
2599,2720170211,27,20170211,-2.1,-6.2,2.4,4.5,320.0,1016.3,0.003041667,0.322115385,0.028666667000000003,0.011714744,27.53870968,14.68269231
2600,2720170212,27,20170212,0.7,-4.8,6.5,2.4,340.0,1020.9,0.003185897,0.39967948700000006,0.024467949,0.019557691999999998,26.52941176,13.93870968
2601,2720170213,27,20170213,2.6,-4.6,8.2,2.1,320.0,1023.1,0.004843137,0.519607843,0.021346405,0.029117647000000003,46.51147541,28.69508197
2602,2720170214,27,20170214,2.7,-1.7,8.4,1.2,320.0,1024.9,0.00395082,0.552459016,0.017681967,0.033055738,55.70454545,38.04950495
2603,2720170215,27,20170215,4.0,-4.7,12.9,1.3,270.0,1022.5,0.005865574,0.721311475,0.01239604,0.04584918,64.90967742,41.88387097
2604,2720170216,27,20170216,8.9,-1.2,17.1,1.5,320.0,1013.7,0.007387821,0.707371795,0.018836538,0.037275641,58.11688312,36.37581699
2605,2720170217,27,20170217,9.3,1.9,14.1,3.9,320.0,1011.4,0.003349359,0.397077922,0.033179487,0.01674359,33.39871383,18.87055016
2606,2720170218,27,20170218,1.3,-2.1,5.4,4.7,320.0,1017.0,0.0034615379999999997,0.343564356,0.032641026000000004,0.013307692,28.4340836,10.65705128
2607,2720170219,27,20170219,4.5,-3.6,12.3,1.4,70.0,1010.8,0.0056730769999999995,0.553205128,0.031403846,0.020695513000000002,46.49358974,24.52564103
2608,2720170220,27,20170220,5.2,-1.3,9.5,4.1,320.0,1007.3,0.0034032790000000004,0.457377049,0.030506536,0.018055738,43.71935484,21.50324675
2609,2720170221,27,20170221,2.7,-4.9,9.7,1.6,140.0,1022.7,0.004128289,0.48125,0.017434211,0.031322367999999996,48.79099678,26.11858974
2610,2720170222,27,20170222,3.5,1.2,4.9,1.6,140.0,1008.9,0.00395114,0.581107492,0.005491856999999999,0.038892508,41.7384106,27.16723549
2611,2720170223,27,20170223,2.4,-1.0,5.3,4.3,320.0,1009.8,0.003071197,0.4,0.029621359,0.015805825,29.18688525,16.67857143
2612,2720170224,27,20170224,1.7,-3.0,7.1,3.7,290.0,1016.5,0.0036258059999999996,0.383225806,0.031112902999999997,0.017993548,29.29126214,15.54662379
2613,2720170225,27,20170225,4.1,-2.6,10.3,1.9,320.0,1014.9,0.004182692,0.532692308,0.020939103,0.029698718,44.16666667,26.80707395
2614,2720170226,27,20170226,4.8,-1.7,11.0,1.4,110.0,1017.3,0.0040540540000000005,0.532450331,0.026555932,0.02337884,45.52903226,28.701298699999995
2615,2720170227,27,20170227,5.3,-0.6,12.8,1.8,140.0,1019.9,0.003805921,0.495723684,0.020266212,0.025757679,37.24271845,22.14239482
2616,2720170228,27,20170228,7.1,1.4,13.9,1.3,140.0,1017.8,0.004735294,0.571568627,0.017352941,0.034303922,50.61093248,32.27009646
2617,2720170301,27,20170301,7.5,1.3,13.7,1.1,110.0,1009.2,0.006294872,0.643589744,0.022586538,0.035134615,59.10967742,39.69677419
2618,2720170302,27,20170302,5.2,1.7,8.7,3.8,290.0,1006.9,0.002797386,0.41862745100000004,0.034771242,0.016349673000000002,39.41196013,26.14239482
2619,2720170303,27,20170303,6.2,-0.1,13.3,2.4,290.0,1012.9,0.004698675,0.512297735,0.022705502000000002,0.030174757000000003,43.3525641,20.11575563
2620,2720170304,27,20170304,8.2,1.5,15.8,1.2,140.0,1011.4,0.00486859,0.606410256,0.020516026,0.035557692,56.31410256,33.41025641
2621,2720170305,27,20170305,8.3,1.2,15.9,0.9,290.0,1008.2,0.004076923,0.620192308,0.019157051,0.034019231000000004,51.95176849,33.70096463
2622,2720170306,27,20170306,4.7,0.7,9.1,5.0,290.0,1007.4,0.0033876220000000003,0.417263844,0.039156352,0.013156352,41.63782051,24.23717949
2623,2720170307,27,20170307,1.3,-1.6,5.3,4.5,320.0,1008.6,0.003082508,0.384488449,0.032429043,0.01480198,30.20779221,15.39805825
2624,2720170308,27,20170308,2.2,-2.5,6.5,4.3,320.0,1007.7,0.003055375,0.395033113,0.032488599,0.015322476000000002,34.40967742,15.81290323
2625,2720170309,27,20170309,6.6,0.7,13.1,4.6,290.0,1006.1,0.00404886,0.44869281,0.035980456,0.01828013,50.32154341,21.40705128
2626,2720170310,27,20170310,7.3,1.2,13.6,3.0,320.0,1011.9,0.004322581,0.482903226,0.029274194,0.026541935,44.17041801,21.94230769
2627,2720170311,27,20170311,7.9,-1.5,16.8,1.3,140.0,1016.4,0.005012821,0.618910256,0.020746795,0.038153846,56.78827362,33.02884615
2628,2720170312,27,20170312,10.8,1.0,18.7,1.3,320.0,1013.5,0.00550641,0.607051282,0.033737179,0.029698718,59.56711409,38.348387100000004
2629,2720170313,27,20170313,10.1,7.7,16.3,2.7,110.0,1010.2,0.004450331,0.514238411,0.043245032999999995,0.022046822999999997,67.07023411,42.54220779
2630,2720170314,27,20170314,8.3,4.6,14.0,2.6,140.0,1010.7,0.0030162340000000004,0.448208469,0.031808442,0.019280405,38.20900322,20.52733119
2631,2720170315,27,20170315,6.6,-0.1,13.0,2.1,140.0,1016.0,0.0026213589999999998,0.42847896399999996,0.02907767,0.020343042,31.31511254,18.39739414
2632,2720170316,27,20170316,8.7,0.8,14.3,1.7,290.0,1014.5,0.004281553,0.494498382,0.029644012999999997,0.025646104,46.89677419,28.1414791
2633,2720170317,27,20170317,9.4,2.1,16.8,1.3,70.0,1016.1,0.004790997,0.536012862,0.028254019,0.036324759,60.29807692,36.65384615
2634,2720170318,27,20170318,10.3,3.1,17.5,1.2,290.0,1017.1,0.005294872,0.609294872,0.026266026,0.039980769,71.26282051,44.78525641
2635,2720170319,27,20170319,10.4,2.3,18.6,1.8,110.0,1018.7,0.004580128,0.593910256,0.038301282,0.025471154,59.67741935,36.82371795
2636,2720170320,27,20170320,8.1,2.2,15.0,1.2,110.0,1013.1,0.004059406,0.693559322,0.024849497999999998,0.032633663,74.36538462,49.71794872
2637,2720170321,27,20170321,8.9,5.3,15.3,2.7,290.0,1008.7,0.003065789,0.41973684200000005,0.031496644,0.020450658,47.65695793,29.91935484
2638,2720170322,27,20170322,8.9,0.9,15.5,1.5,320.0,1013.6,0.003319355,0.449501661,0.020872549,0.028403226,49.45512821,28.64630225
2639,2720170323,27,20170323,11.4,7.3,17.1,2.3,110.0,1012.9,0.004273616,0.45901639299999997,0.032557003,0.026765472000000002,57.53525641,32.45659164
2640,2720170324,27,20170324,9.7,6.1,14.3,2.7,140.0,1014.8,0.003248387,0.37709677399999997,0.035603226,0.018022581,42.05144695,22.99038462
2641,2720170325,27,20170325,6.3,4.0,10.4,1.4,140.0,1013.9,0.0027147440000000003,0.38076923100000004,0.025839743999999998,0.020157051000000002,28.17647059,18.50814332
2642,2720170326,27,20170326,6.5,4.0,11.4,1.4,140.0,1011.7,0.002211538,0.428205128,0.029621795,0.017407051,29.56506849,21.292358800000002
2643,2720170327,27,20170327,6.4,3.3,10.7,2.7,290.0,1013.2,0.002917763,0.557894737,0.032019737,0.024486842,54.89320388,38.69032258
2644,2720170328,27,20170328,8.8,0.4,15.3,1.3,340.0,1016.0,0.003740385,0.607692308,0.024576922999999997,0.031227564,61.32692308,40.5562701
2645,2720170329,27,20170329,9.8,5.4,15.2,2.0,290.0,1015.5,0.0031741940000000004,0.440322581,0.032083871,0.023348387,41.55409836,28.40584416
2646,2720170330,27,20170330,11.9,5.0,20.2,2.2,110.0,1014.0,0.003283828,0.501320132,0.031690789,0.024508251,61.93421053,37.05228758
2647,2720170331,27,20170331,9.3,7.3,11.0,3.3,110.0,1012.2,0.002367213,0.418360656,0.040580328,0.01615082,45.08333333,24.32371795
2648,2720170401,27,20170401,7.6,5.1,11.0,1.2,140.0,1009.2,0.002128205,0.43717948700000003,0.026108974,0.021519231,31.44256757,21.34539474
2649,2720170402,27,20170402,9.2,2.1,15.8,1.8,340.0,1011.3,0.0022884620000000002,0.40929487200000003,0.032301282,0.017829582,35.09602649,21.86084142
2650,2720170403,27,20170403,13.9,5.3,21.9,2.5,290.0,1015.2,0.0035130720000000003,0.48790849700000005,0.036415033,0.030539216,54.87096774,31.5732899
2651,2720170404,27,20170404,15.4,5.3,23.2,1.3,290.0,1016.8,0.00524918,0.556168831,0.041522727,0.034272727,73.75320513,44.80128205
2652,2720170405,27,20170405,14.6,12.2,17.2,1.9,140.0,1012.3,0.004670968,0.49387096799999997,0.034590323,0.027529032000000002,46.15909091,27.61038961
2653,2720170406,27,20170406,16.9,14.9,21.0,2.1,270.0,1004.8,0.002809061,0.460194175,0.035624595,0.018106796,25.08127208,14.14191419
2654,2720170407,27,20170407,15.8,8.9,22.6,2.5,140.0,1007.3,0.00323301,0.5197411,0.034666667000000005,0.023029126,36.19536424,23.11612903
2655,2720170408,27,20170408,18.7,9.2,27.2,1.4,140.0,1004.3,0.003910256,0.605769231,0.040089744,0.025791667,47.74025974,29.05769231
2656,2720170409,27,20170409,13.3,11.1,17.1,4.1,110.0,1008.4,0.002621795,0.440131579,0.049317308,0.011288461999999999,46.59807074,27.33974359
2657,2720170410,27,20170410,12.0,9.3,16.4,4.6,110.0,1007.0,0.0026990290000000004,0.37218309899999996,0.043174757,0.012071196999999999,31.88064516,13.1607717
2658,2720170411,27,20170411,13.0,8.3,19.0,3.0,290.0,999.1,0.002542208,0.372635135,0.040285714,0.016350649,26.49140893,14.62783172
2659,2720170412,27,20170412,14.6,11.0,19.4,3.7,290.0,1006.8,0.00311039,0.36286645,0.03938961,0.014217532,72.63961039,15.15806452
2660,2720170413,27,20170413,15.6,5.9,23.4,2.5,270.0,1009.9,0.004312292,0.480066445,0.043392027,0.023401993,70.07023411,28.69536424
2661,2720170414,27,20170414,16.2,8.9,22.7,1.9,230.0,1006.9,0.004064407,0.426101695,0.043922034000000006,0.020098305,50.16554054,21.29194631
2662,2720170415,27,20170415,20.6,13.7,27.5,1.9,290.0,1006.8,0.0035320509999999996,0.40929487200000003,0.044246795,0.020057692,44.92307692,19.42948718
2663,2720170416,27,20170416,20.6,12.0,29.0,1.3,320.0,1008.0,0.003115385,0.39615384600000003,0.033711538,0.021298077000000002,45.7275641,19.75641026
2664,2720170417,27,20170417,13.7,12.0,17.8,1.7,270.0,994.6,0.003392739,0.46942446,0.014273926999999999,0.033890727999999995,38.71768707,21.92207792
2665,2720170418,27,20170418,15.6,9.7,24.3,2.4,290.0,993.0,0.003302013,0.427067669,0.03288255,0.019456376,54.75510204,24.77516779
2666,2720170419,27,20170419,15.8,10.4,21.2,3.9,320.0,1002.6,0.002656566,0.300353357,0.038585859,0.015094276,104.7033333,16.07
2667,2720170420,27,20170420,13.9,10.6,19.6,1.6,290.0,1005.5,0.002672131,0.35213114799999995,0.026360656,0.027803279,59.69871795,19.10576923
2668,2720170421,27,20170421,14.7,8.7,21.3,2.1,110.0,1004.1,0.002935691,0.381672026,0.034916399,0.02059164,61.01311475,23.46794872
2669,2720170422,27,20170422,13.9,8.9,21.4,2.3,140.0,1006.7,0.002746795,0.40096153799999995,0.037349359,0.016237178999999997,59.10932476,18.88141026
2670,2720170423,27,20170423,15.9,7.5,23.7,1.5,180.0,1010.8,0.003137821,0.391346154,0.037899351,0.017,42.02605863,21.10932476
2671,2720170424,27,20170424,17.1,8.6,25.2,1.7,250.0,1012.6,0.0037875820000000003,0.38398692799999995,0.038862745,0.020539216000000002,47.79470199,18.93159609
2672,2720170425,27,20170425,19.5,14.0,24.4,1.6,340.0,1011.7,0.003385113,0.35857605200000003,0.041440129,0.01702589,46.47435897,19.41346154
2673,2720170426,27,20170426,16.0,13.0,20.9,2.0,140.0,1008.3,0.002579288,0.333980583,0.043459547,0.018132686000000002,44.7516129,21.52884615
2674,2720170427,27,20170427,15.4,10.9,20.5,3.3,290.0,1004.8,0.002977273,0.294480519,0.039376623,0.01599026,40.92079208,12.48717949
2675,2720170428,27,20170428,17.7,7.0,26.3,2.8,270.0,999.5,0.003188312,0.331168831,0.039366883,0.02099026,49.67628205,15.03215434
2676,2720170429,27,20170429,19.7,10.0,27.9,2.2,360.0,1000.3,0.0040546620000000005,0.441025641,0.049051282,0.022576923,62.61538462,27.09615385
2677,2720170430,27,20170430,23.5,14.5,31.1,2.5,340.0,1000.9,0.005897436,0.557051282,0.070086538,0.015435896999999999,79.69032258,33.65064103
2678,2720170501,27,20170501,18.5,13.3,23.3,3.8,110.0,1010.9,0.003694805,0.465584416,0.046918830999999994,0.014389831,60.30128205,21.47419355
2679,2720170502,27,20170502,16.7,8.5,24.7,2.8,140.0,1016.2,0.003859935,0.45732899,0.033188925,0.020574394,38.7266881,13.45980707
2680,2720170503,27,20170503,19.3,8.5,28.5,1.4,140.0,1014.9,0.004246795,0.470322581,0.041019231,0.024160131,42.73615635,19.61217949
2681,2720170504,27,20170504,20.3,10.7,28.4,1.6,140.0,1010.1,0.003932692,0.424758842,0.040336538,0.022762821000000003,48.47096774,25.06752412
2682,2720170505,27,20170505,20.6,17.1,26.5,1.4,290.0,1007.2,0.0040641029999999995,0.47916666700000005,0.030307692,0.016483974,39.78405316,24.17207792
2683,2720170506,27,20170506,19.2,15.1,25.1,4.1,290.0,1008.2,0.002157051,0.317628205,0.042942308,0.010102564,131.1612903,26.30128205
2684,2720170507,27,20170507,20.1,11.2,28.1,3.5,290.0,1006.5,0.00261859,0.35112540200000003,0.047980769000000006,0.012259615,103.87138259999999,22.84294872
2685,2720170508,27,20170508,20.5,10.9,27.6,1.7,290.0,1007.1,0.003414791,0.433440514,0.040665595,0.026858521,90.38782051,30.76774194
2686,2720170509,27,20170509,15.4,13.5,19.6,1.5,160.0,1005.3,0.002512821,0.41506410299999996,0.030647436,0.020182692,66.09354839,28.92857143
2687,2720170510,27,20170510,16.3,13.5,21.2,1.7,290.0,1003.5,0.002118033,0.41344262299999995,0.024996721,0.019403279,34.20529801,20.54983923
2688,2720170511,27,20170511,20.0,12.7,27.7,1.5,290.0,1005.4,0.003584158,0.554455446,0.030082507999999997,0.029564356,59.92903226,32.62379421
2689,2720170512,27,20170512,18.0,15.4,20.3,1.0,140.0,1003.9,0.003250825,0.5669966999999999,0.016293729,0.034023102,59.29545455,34.85209003
2690,2720170513,27,20170513,20.2,12.6,27.7,2.2,320.0,999.7,0.002926282,0.41506410299999996,0.040211538,0.016291667,52.93506494,24.68932039
2691,2720170514,27,20170514,19.7,14.5,25.9,4.6,290.0,1002.6,0.002016026,0.306089744,0.048663462000000005,0.007955128,48.12297735,14.38263666
2692,2720170515,27,20170515,19.0,12.5,24.6,3.5,290.0,1005.0,0.002465347,0.317491749,0.04430033,0.013514851000000001,41.21498371,11.2394822
2693,2720170516,27,20170516,18.8,14.4,23.9,2.0,290.0,1003.8,0.0027692309999999996,0.35451505,0.037307692,0.016481605,29.56228956,13.8
2694,2720170517,27,20170517,19.4,13.8,26.0,2.0,140.0,1004.6,0.003886288,0.435689046,0.039829431,0.019973243999999998,48.41471572,24.45666667
2695,2720170518,27,20170518,22.4,13.8,29.2,1.9,320.0,1008.5,0.003603279,0.44911032,0.051091803,0.023632787000000002,60.65483871,34.348387100000004
2696,2720170519,27,20170519,25.1,17.0,31.7,3.3,320.0,1008.8,0.002990323,0.384693878,0.056941935,0.020545161,50.99358974,25.3974359
2697,2720170520,27,20170520,25.3,20.0,31.7,2.7,290.0,1008.0,0.0039519229999999995,0.42352941200000005,0.060480769000000004,0.018894231,40.71617162,19.71935484
2698,2720170521,27,20170521,24.1,17.6,30.2,1.8,290.0,1007.7,0.00411859,0.45277777799999996,0.057599359,0.016003205,41.51948052,23.93870968
2699,2720170522,27,20170522,22.3,16.3,31.0,2.0,140.0,1007.3,0.004345277,0.44394463700000003,0.047459283,0.019983713,48.53535354,26.89333333
2700,2720170523,27,20170523,21.8,14.1,28.1,1.7,140.0,1004.3,0.005364583000000001,0.45866666700000003,0.038103332999999996,0.020113333,50.62790698,28.33333333
2701,2720170524,27,20170524,21.2,18.4,26.3,1.7,140.0,1001.4,0.004159259,0.45,0.029958332999999997,0.020232639,52.25,32.92708333
2702,2720170525,27,20170525,23.6,17.6,32.1,3.2,320.0,997.9,0.002791246,0.312794613,0.045408784,0.015124578999999999,47.12969283,24.46621622
2703,2720170526,27,20170526,17.9,13.5,24.0,3.4,290.0,1001.0,0.002504886,0.239087948,0.042159609,0.011211726000000002,30.73442623,8.375
2704,2720170527,27,20170527,19.3,11.5,27.7,2.1,110.0,1005.5,0.003589744,0.325342466,0.041323717999999995,0.016660256000000002,34.16720257,14.57692308
2705,2720170528,27,20170528,22.7,13.0,30.9,1.9,140.0,1005.5,0.005212121,0.446180556,0.057823717999999996,0.015766026000000002,45.62418301,23.84294872
2706,2720170529,27,20170529,27.5,18.7,35.9,2.2,340.0,1004.6,0.004088525,0.42272727299999996,0.061774194000000004,0.023016129,54.44051447,25.78778135
2707,2720170530,27,20170530,26.3,19.2,33.3,1.3,340.0,1002.7,0.0033052629999999997,0.43993399299999997,0.053465347,0.029920792,62.93910256,33.92628205
2708,2720170531,27,20170531,24.6,19.9,30.7,1.3,250.0,996.4,0.00454902,0.47243589700000005,0.046705128,0.025195513,67.31511254,39.75241158
2709,2720170601,27,20170601,23.8,17.5,32.6,2.3,340.0,992.3,0.002643087,0.352580645,0.04111254,0.013707792,49.26229508,29.33225806
2710,2720170602,27,20170602,20.2,14.3,28.8,2.8,140.0,997.5,0.0026852459999999996,0.310452962,0.045222951,0.015356436000000001,34.37987013,13.48387097
2711,2720170603,27,20170603,20.7,16.2,27.3,2.8,340.0,1000.9,0.002951923,0.289160839,0.045,0.013580128,27.47402597,11.14469453
2712,2720170604,27,20170604,20.7,12.2,29.1,2.1,140.0,1004.7,0.003419872,0.34092526700000003,0.041125,0.013602564,25.85436893,11.08360129
2713,2720170605,27,20170605,19.6,13.4,26.8,3.1,110.0,1009.8,0.003231023,0.35815602799999996,0.039283828,0.018980198,33.90705128,14.62179487
2714,2720170606,27,20170606,17.9,15.2,21.8,2.0,140.0,1008.8,0.0025544870000000003,0.327096774,0.032794872,0.014480769,25.26732673,13.0516129
2715,2720170607,27,20170607,21.3,17.3,26.5,3.1,290.0,999.0,0.0018921570000000002,0.345928339,0.035550489,0.01365798,20.35191638,10.95666667
2716,2720170608,27,20170608,22.6,18.1,27.9,3.6,290.0,1002.9,0.001651466,0.37828947399999996,0.054351792,0.014781758999999998,29.30434783,16.31372549
2717,2720170609,27,20170609,25.6,17.4,33.0,2.6,270.0,1000.8,0.002302932,0.382666667,0.046654722999999995,0.021498371000000002,43.37012987,24.86858974
2718,2720170610,27,20170610,22.5,18.6,28.9,2.9,340.0,1000.6,0.0032179490000000003,0.435051546,0.057096154,0.015990385,54.45016077,29.20833333
2719,2720170611,27,20170611,21.1,17.1,28.9,3.4,140.0,1002.8,0.005115385,0.390996785,0.045445513,0.010400641,37.65916399,10.79807692
2720,2720170612,27,20170612,19.2,15.8,23.8,4.0,110.0,1009.2,0.0029837659999999997,0.298387097,0.037093548,0.01056129,25.76623377,8.996774194
2721,2720170613,27,20170613,20.5,15.7,27.7,2.1,160.0,1008.1,0.0028120809999999997,0.333333333,0.040463087,0.013557047,29.97966102,14.19732441
2722,2720170614,27,20170614,22.6,15.3,29.2,2.4,290.0,1003.7,0.002144876,0.34664311,0.043699647,0.016123675,37.59859155,21.22857143
2723,2720170615,27,20170615,25.8,20.5,32.7,3.3,290.0,1001.2,0.002996622,0.377364865,0.06411824299999999,0.016222973,47.82372881,23.06418919
2724,2720170616,27,20170616,22.1,18.4,28.0,4.4,140.0,1004.7,0.0038451609999999997,0.48129032299999996,0.045441935,0.013525974,38.62091503,18.27831715
2725,2720170617,27,20170617,23.5,16.4,32.4,2.4,140.0,1004.2,0.0037243590000000004,0.40320512799999997,0.049509615,0.015814103,36.09677419,16.86495177
2726,2720170618,27,20170618,26.1,17.8,35.7,2.3,140.0,1002.9,0.005233974000000001,0.506730769,0.058849359000000004,0.015294872,45.74516129,24.36012862
2727,2720170619,27,20170619,28.6,20.3,36.3,1.3,250.0,1001.7,0.004457516,0.5045751629999999,0.07325,0.019222222,58.77491961,34.14102564
2728,2720170620,27,20170620,25.0,19.9,30.5,1.6,140.0,999.3,0.0059290540000000004,0.47635135100000003,0.044614865,0.018976351000000002,55.836120400000006,34.17275748
2729,2720170621,27,20170621,24.2,18.7,32.2,1.5,110.0,999.1,0.003055172,0.35827586200000006,0.048037931,0.016417241000000003,43.52631579,26.91637631
2730,2720170622,27,20170622,26.0,18.9,33.2,1.4,110.0,1001.6,0.002837838,0.35101351399999997,0.050449324000000004,0.018158784,38.11340206,22.30847458
2731,2720170623,27,20170623,26.6,20.2,33.8,2.0,140.0,999.9,0.003588235,0.431045752,0.055058824000000006,0.021833332999999996,48.78476821,30.60130719
2732,2720170624,27,20170624,25.8,20.4,33.2,1.8,140.0,996.7,0.003987138,0.423076923,0.045907051,0.018766026,43.71103896,27.83974359
2733,2720170625,27,20170625,23.5,19.7,29.7,2.4,140.0,996.6,0.003528846,0.496474359,0.040240385,0.010858521000000001,38.79672131,25.90849673
2734,2720170626,27,20170626,21.9,19.7,26.8,2.5,140.0,1001.7,0.0026813559999999998,0.46813559299999996,0.0289,0.014077966,42.74820144,28.42424242
2735,2720170627,27,20170627,23.9,20.1,28.5,1.8,140.0,1004.3,0.002632867,0.391958042,0.038937063,0.014681818000000001,45.21090909,29.16724739
2736,2720170628,27,20170628,25.9,19.7,32.7,1.3,70.0,1005.6,0.002843972,0.39078014200000005,0.046591549,0.017641844,43.12411348,26.87062937
2737,2720170629,27,20170629,25.2,21.2,29.6,1.2,160.0,1005.2,0.0034615379999999997,0.530181818,0.041986014,0.01922028,56.96503497,39.83157895
2738,2720170630,27,20170630,27.1,21.5,32.7,1.6,290.0,1001.8,0.002684932,0.43630137,0.041405594,0.012629371,38.3705036,25.40410959
2739,2720170701,27,20170701,27.5,24.9,30.5,1.7,140.0,1001.5,0.0028621790000000003,0.363461538,0.027266212,0.010149306,29.90333333,17.56270096
2740,2720170702,27,20170702,27.4,23.7,31.1,1.1,50.0,1002.3,0.002916667,0.28603896100000004,0.017829861000000002,0.006576389,24.46551724,12.93114754
2741,2720170703,27,20170703,28.7,25.7,34.3,2.0,230.0,1000.4,0.002553265,0.274377224,0.017446043,0.007405204,21.77586207,9.243150685
2742,2720170704,27,20170704,26.4,24.0,32.1,1.6,140.0,999.8,0.002774306,0.34895833299999995,0.014690141,0.012521898,24.49116608,10.66550523
2743,2720170705,27,20170705,27.4,22.7,33.1,2.2,140.0,1003.9,0.0029387759999999997,0.463265306,0.042798561,0.013337931,38.35958904,23.45762712
2744,2720170706,27,20170706,26.9,23.4,32.8,1.7,160.0,1004.4,0.002907801,0.43392226100000003,0.032421053,0.015118518999999999,47.37454545,31.75971731
2745,2720170707,27,20170707,26.8,24.4,29.2,1.2,360.0,1003.2,0.002738983,0.338305085,0.016305085,0.013210713999999998,26.886925800000004,13.81818182
2746,2720170708,27,20170708,26.8,25.0,29.7,1.0,340.0,1001.7,0.0022315110000000003,0.268474576,0.01625,0.011483974,23.41059603,11.83557047
2747,2720170709,27,20170709,29.3,25.0,35.4,1.4,180.0,1000.6,0.001976974,0.27638888899999997,0.03125,0.007294871999999999,29.72945205,16.76143791
2748,2720170710,27,20170710,29.5,27.2,32.6,2.0,180.0,997.3,0.0017551720000000002,0.21030927800000002,0.02457377,0.006613115,26.55102041,13.19933555
2749,2720170711,27,20170711,29.7,26.8,34.0,2.7,270.0,1000.7,0.002055738,0.29639344300000003,0.042954097999999996,0.009816393,32.53846154,18.81788079
2750,2720170712,27,20170712,30.6,25.9,35.9,2.7,290.0,1003.0,0.002093023,0.398671096,0.050946844000000005,0.014863787,59.14381271,39.06688963
2751,2720170713,27,20170713,30.8,24.3,37.2,2.2,320.0,1000.9,0.00200692,0.34083045,0.052034602,0.015183391000000001,47.83859649,30.12110727
2752,2720170714,27,20170714,28.2,23.1,35.8,1.9,340.0,1002.3,0.002319444,0.359930314,0.03708042,0.016527778,41.83985765,26.05263158
2753,2720170715,27,20170715,26.3,23.7,30.9,1.4,340.0,1004.5,0.002038462,0.303205128,0.016945017,0.015339743999999999,27.42140468,12.34201954
2754,2720170716,27,20170716,28.7,24.8,34.5,1.7,320.0,1005.9,0.001935897,0.23974359,0.014263699,0.009150641,22.13422819,9.432786885
2755,2720170717,27,20170717,27.0,22.8,33.0,2.0,290.0,1006.1,0.0018524589999999999,0.25704918,0.016,0.014308197,23.47333333,9.98349835
2756,2720170718,27,20170718,27.6,23.3,32.0,2.2,290.0,1003.1,0.0016633,0.25690235699999997,0.023626262999999998,0.013875421,26.78911565,11.98996656
2757,2720170719,27,20170719,29.6,23.9,35.2,1.5,290.0,1000.2,0.0019212329999999998,0.328424658,0.042760274,0.017325342,35.65734266,21.15753425
2758,2720170720,27,20170720,30.8,25.6,35.6,1.5,340.0,1000.7,0.002470395,0.425657895,0.046348684,0.017621711,47.016611299999994,30.7745098
2759,2720170721,27,20170721,31.8,27.5,36.6,1.9,340.0,1002.2,0.002471154,0.41474359,0.038810897000000004,0.018339743999999998,49.96721311,32.82410423
2760,2720170722,27,20170722,28.8,22.7,38.4,1.9,140.0,1003.3,0.00225,0.40769230799999995,0.035728155,0.018644231,47.05555556,28.86084142
2761,2720170723,27,20170723,27.7,22.5,31.9,1.3,340.0,999.4,0.002692308,0.469230769,0.02624359,0.015304487,42.33333333,26.74110032
2762,2720170724,27,20170724,28.5,26.4,35.9,1.2,90.0,996.5,0.00212013,0.446103896,0.024121311,0.020922078,44.32236842,26.90491803
2763,2720170725,27,20170725,25.9,24.0,27.9,2.6,110.0,998.2,0.00187987,0.376298701,0.016292208,0.014834416000000001,30.72696246,15.08250825
