,기상번호,시도코드,일시,평균기온(°C),최저기온(°C),최고기온(°C),평균 풍속(m/s),최다풍향(16방위),평균 현지기압(hPa),일 최심신적설(cm),일강수량(mm),강수 계속시간(hr)
5430,4720161102,47,20161102,4.707142857142858,-1.457142857142857,11.764285714285714,2.128571428571429,267.85714285714283,1010.8928571428571,0.0,0.22142857142857145,0.4392857142857143
5431,4720161103,47,20161103,6.828571428571429,1.114285714285714,13.864285714285714,1.7142857142857142,258.57142857142856,1007.0142857142856,0.0,0.0,0.05
5432,4720161104,47,20161104,8.785714285714286,1.9214285714285717,17.67142857142857,1.6357142857142857,243.57142857142856,1002.3857142857139,0.0,0.0,0.0
5433,4720161105,47,20161105,11.964285714285715,4.585714285714287,19.785714285714285,2.0785714285714287,233.57142857142856,999.4857142857144,0.0,0.0071428571428571435,0.13
5434,4720161106,47,20161106,10.971428571428573,7.957142857142856,13.378571428571432,2.7142857142857144,109.28571428571428,1011.4928571428572,0.0,2.071428571428572,0.8985714285714286
5435,4720161107,47,20161107,11.978571428571426,8.97857142857143,16.285714285714285,1.0642857142857145,177.85714285714286,1008.8285714285716,0.0,0.21428571428571436,0.13714285714285715
5436,4720161108,47,20161108,8.914285714285713,3.1428571428571423,13.599999999999998,3.15,259.2857142857143,1006.8642857142855,0.0,3.1785714285714293,1.9292857142857145
5437,4720161109,47,20161109,4.407142857142857,-0.2642857142857143,11.035714285714283,2.007142857142857,261.42857142857144,1012.7142857142856,0.0,0.4785714285714286,0.8107142857142857
5438,4720161110,47,20161110,7.5,2.385714285714286,12.828571428571431,1.1428571428571426,207.85714285714286,1006.6142857142858,0.0,1.364285714285714,0.6028571428571429
5439,4720161111,47,20161111,8.77142857142857,3.864285714285714,14.942857142857141,2.0785714285714287,274.2857142857143,1003.9,0.0,0.6499999999999998,0.25
5440,4720161112,47,20161112,8.471428571428572,1.8714285714285717,17.771428571428572,1.4999999999999998,217.85714285714286,1008.2857142857144,0.0,0.0,0.0
5441,4720161113,47,20161113,10.592857142857143,3.835714285714286,17.942857142857143,1.085714285714286,200.7142857142857,1008.1500000000003,0.0,0.0,0.0
5442,4720161114,47,20161114,13.935714285714289,8.842857142857143,20.04285714285714,1.3214285714285716,230.7142857142857,1001.3785714285713,0.0,0.014285714285714287,0.075
5443,4720161115,47,20161115,10.37142857142857,3.7,16.464285714285715,2.8571428571428568,245.0,1003.8285714285713,0.0,0.0,0.0
5444,4720161116,47,20161116,6.857142857142856,-0.0357142857142857,14.907142857142858,1.6142857142857143,278.57142857142856,1007.4642857142856,0.0,0.0,0.005
5445,4720161117,47,20161117,7.485714285714286,2.45,15.042857142857141,1.2357142857142858,192.14285714285717,1009.9714285714286,0.0,0.0,0.23214285714285715
5446,4720161118,47,20161118,9.235714285714286,2.4428571428571426,15.607142857142858,1.1714285714285717,216.42857142857144,1005.0071428571428,0.0,10.071428571428571,1.2871428571428571
5447,4720161119,47,20161119,12.65,10.02142857142857,15.907142857142858,1.3214285714285712,248.57142857142856,999.0642857142856,0.0,2.8285714285714287,1.2914285714285714
5448,4720161120,47,20161120,12.585714285714285,7.207142857142856,18.33571428571429,2.15,197.85714285714286,1005.4357142857144,0.0,0.014285714285714287,0.0
5449,4720161121,47,20161121,10.357142857142858,5.8571428571428585,15.099999999999998,1.0928571428571427,217.14285714285717,1004.0857142857143,0.0,0.0071428571428571435,0.012142857142857144
5450,4720161122,47,20161122,6.892857142857142,3.314285714285714,10.835714285714284,3.114285714285714,270.0,1004.7928571428572,0.0,4.085714285714286,1.6235714285714284
5451,4720161123,47,20161123,4.092857142857143,0.8285714285714286,8.9,2.85,265.0,1008.9428571428572,0.0,2.8642857142857143,1.9821428571428568
5452,4720161124,47,20161124,0.7071428571428571,-3.15,5.685714285714287,3.271428571428572,261.42857142857144,1009.6500000000003,0.0,1.7285714285714284,0.6842857142857143
5453,4720161125,47,20161125,1.2285714285714284,-3.6642857142857146,7.357142857142858,1.9357142857142853,253.57142857142856,1011.6928571428572,0.0,0.0,0.0
5454,4720161126,47,20161126,0.1285714285714285,-4.414285714285715,4.5,1.3857142857142857,222.14285714285717,1009.3714285714287,0.05,1.1,0.6642857142857144
5455,4720161127,47,20161127,2.5785714285714287,0.02142857142857149,6.071428571428571,1.4499999999999995,235.7142857142857,1006.0142857142856,0.0,0.0,0.0
5456,4720161128,47,20161128,3.4615384615384617,-1.0642857142857145,8.164285714285715,2.0785714285714283,257.6923076923077,1012.7153846153847,0.0,0.8357142857142856,0.4307142857142857
5457,4720161129,47,20161129,3.4428571428571426,-2.257142857142857,10.264285714285718,2.042857142857143,267.14285714285717,1017.2785714285716,0.0,0.45,0.8864285714285715
5458,4720161130,47,20161130,6.5857142857142845,2.771428571428572,10.135714285714286,1.164285714285714,207.14285714285717,1011.55,0.0,2.6714285714285717,1.8914285714285717
5459,4720161201,47,20161201,6.692857142857143,0.7,11.192857142857141,3.4428571428571435,273.57142857142856,1009.0285714285716,0.0,0.021428571428571432,0.0
5460,4720161202,47,20161202,3.785714285714286,-2.1214285714285714,10.764285714285718,2.5785714285714287,262.85714285714283,1013.7142857142856,0.0,0.0,0.0
5461,4720161203,47,20161203,4.442857142857143,-2.75,12.992857142857142,1.4642857142857142,199.28571428571428,1010.6071428571428,0.0,0.0,0.0
5462,4720161204,47,20161204,4.585714285714286,0.2857142857142859,10.007142857142854,1.6142857142857143,270.7142857142857,1002.8857142857139,0.0,0.0,0.0
5463,4720161205,47,20161205,7.357142857142858,0.6928571428571428,14.2,2.342857142857142,273.57142857142856,1001.5928571428572,0.0,0.0,0.008571428571428572
5464,4720161206,47,20161206,1.864285714285714,-3.564285714285714,7.421428571428571,2.9214285714285717,269.2857142857143,1008.7928571428572,0.0,0.8357142857142856,0.5871428571428572
5465,4720161207,47,20161207,-0.4785714285714287,-5.578571428571428,4.928571428571429,1.4428571428571428,229.28571428571428,1006.6071428571428,0.0,0.028571428571428574,0.2207142857142857
5466,4720161208,47,20161208,2.307142857142857,-4.2785714285714285,9.735714285714282,1.4857142857142855,226.42857142857144,1003.4714285714286,0.0,0.21428571428571427,0.2328571428571429
5467,4720161209,47,20161209,4.314285714285715,-0.3714285714285714,8.97857142857143,2.8571428571428568,283.57142857142856,1002.6642857142856,0.0,1.6214285714285717,1.1607142857142858
5468,4720161210,47,20161210,0.9214285714285714,-4.1,7.528571428571429,2.085714285714286,237.14285714285717,1009.6357142857142,0.0,0.6214285714285713,1.2857142857142858
5469,4720161211,47,20161211,0.014285714285714237,-5.942857142857143,8.107142857142858,1.4928571428571429,238.57142857142856,1012.592857142857,0.0,0.21428571428571427,0.4521428571428571
5470,4720161212,47,20161212,3.3857142857142857,-3.45,10.77142857142857,1.3071428571428572,233.57142857142856,1008.8142857142857,0.0,0.021428571428571432,0.08357142857142856
5471,4720161213,47,20161213,5.921428571428571,0.6142857142857144,11.399999999999995,1.8285714285714287,202.14285714285717,1002.6500000000003,0.0,1.7142857142857142,0.6192857142857143
5472,4720161214,47,20161214,2.107142857142857,0.37857142857142856,5.185714285714285,2.8428571428571425,261.42857142857144,1003.3142857142856,0.17142857142857146,5.05,3.7342857142857135
5473,4720161215,47,20161215,-0.4571428571428572,-4.049999999999999,2.878571428571429,3.457142857142857,272.85714285714283,1005.5428571428572,1.1928571428571428,1.6357142857142857,1.655
5474,4720161216,47,20161216,-1.9357142857142855,-6.799999999999999,2.7214285714285715,3.321428571428572,253.57142857142856,1009.9857142857144,1.0857142857142856,0.9357142857142856,0.6521428571428572
5475,4720161217,47,20161217,3.457142857142857,-1.785714285714286,9.885714285714286,2.407142857142857,271.42857142857144,1013.0785714285713,0.0,0.0,0.0
5476,4720161218,47,20161218,3.5500000000000003,-2.6785714285714284,10.935714285714283,1.5142857142857142,220.0,1014.0,0.0,0.0,0.0
5477,4720161219,47,20161219,5.9785714285714295,1.3357142857142852,9.071428571428571,0.9571428571428572,194.28571428571428,1010.4142857142856,0.0,1.2071428571428569,1.1564285714285716
5478,4720161220,47,20161220,7.078571428571429,2.728571428571429,12.671428571428573,1.4285714285714288,177.14285714285714,1012.214285714286,0.0,0.0071428571428571435,0.012142857142857144
5479,4720161221,47,20161221,7.2,2.2357142857142858,11.657142857142858,1.0357142857142858,175.83333333333337,1007.575,0.0,17.757142857142856,1.7307142857142856
5480,4720161222,47,20161222,10.028571428571428,5.100000000000001,15.307142857142857,3.3428571428571434,257.85714285714283,993.3857142857145,0.0,11.62142857142857,2.1164285714285715
5481,4720161223,47,20161223,2.15,-0.6357142857142858,5.214285714285714,4.035714285714286,266.42857142857144,1002.6214285714284,0.0,3.835714285714286,1.85
5482,4720161224,47,20161224,0.3071428571428571,-3.207142857142857,4.65,2.0142857142857142,261.42857142857144,1013.6857142857144,0.0,0.0071428571428571435,0.2442857142857143
5483,4720161225,47,20161225,3.721428571428572,-2.342857142857143,10.485714285714286,1.0571428571428572,201.42857142857144,1014.4357142857144,0.0,0.0,0.0
5484,4720161226,47,20161226,4.664285714285716,2.95,6.421428571428572,1.3285714285714287,270.7142857142857,1005.1071428571429,0.0,13.4,2.9635714285714285
5485,4720161227,47,20161227,1.4857142857142855,-2.6285714285714294,4.635714285714286,3.9142857142857146,262.14285714285717,1004.4071428571428,0.17142857142857146,2.6285714285714294,2.3278571428571437
5486,4720161228,47,20161228,-0.7214285714285714,-6.042857142857143,5.378571428571428,2.0357142857142856,250.7142857142857,1012.8142857142857,0.0,0.0,0.125
5487,4720161229,47,20161229,-0.9714285714285714,-4.257142857142857,2.642857142857143,3.085714285714286,286.42857142857144,1012.2071428571428,0.2928571428571428,0.31428571428571433,0.6964285714285714
5488,4720161230,47,20161230,-0.8642857142857144,-6.735714285714287,4.871428571428573,2.542857142857144,279.2857142857143,1015.4571428571428,0.0,0.0,0.155
5489,4720161231,47,20161231,2.021428571428572,-2.7357142857142853,7.307142857142857,2.057142857142857,272.14285714285717,1013.7285714285716,0.0,0.0,0.0
5490,4820160101,48,20160101,1.764285714285714,-4.2642857142857125,9.057142857142855,1.1214285714285712,199.28571428571428,1022.9928571428572,0.0,0.0,0.0
5491,4820160102,48,20160102,4.014285714285714,-1.1285714285714286,11.500000000000002,0.8785714285714284,229.28571428571428,1016.4571428571428,0.0,0.0,0.0
5492,4820160103,48,20160103,5.728571428571428,-0.2,15.185714285714285,0.7999999999999999,227.14285714285717,1011.8857142857145,0.0,0.0,0.0
5493,4820160104,48,20160104,6.628571428571428,1.5642857142857145,13.85,1.2642857142857142,255.7142857142857,1013.6500000000003,0.0,0.0,0.0
5494,4820160105,48,20160105,2.3857142857142857,-0.5714285714285714,6.535714285714286,1.0142857142857145,242.14285714285717,1017.0428571428572,0.0,0.5571428571428572,0.20357142857142854
5495,4820160106,48,20160106,2.6642857142857137,-2.3714285714285714,7.992857142857145,1.778571428571429,233.57142857142856,1015.6285714285716,0.0,0.0,0.0
5496,4820160107,48,20160107,2.357142857142857,-1.1928571428571428,7.085714285714286,2.1214285714285714,259.2857142857143,1014.907142857143,0.0,0.0,0.0
5497,4820160108,48,20160108,1.45,-2.0285714285714285,6.421428571428571,2.1214285714285714,260.7142857142857,1014.3428571428574,0.0,0.0,0.0
5498,4820160109,48,20160109,1.964285714285714,-3.2357142857142853,7.878571428571428,1.8,259.2857142857143,1016.657142857143,0.0,0.0,0.0
5499,4820160110,48,20160110,2.2214285714285706,-2.785714285714286,8.671428571428573,1.1999999999999995,235.0,1017.6357142857145,0.0,0.0,0.0
5500,4820160111,48,20160111,2.0000000000000004,-1.8142857142857145,7.6,1.6357142857142857,193.57142857142856,1016.4,0.0,0.0,0.0
5501,4820160112,48,20160112,0.2071428571428571,-4.578571428571427,6.6571428571428575,1.7928571428571427,247.14285714285717,1013.8785714285716,0.0,0.0,0.0
5502,4820160113,48,20160113,0.22142857142857147,-4.085714285714286,4.978571428571429,2.2214285714285715,278.57142857142856,1011.9642857142856,0.0,0.0,0.0
5503,4820160114,48,20160114,0.6285714285714287,-3.4500000000000006,5.7142857142857135,1.635714285714286,252.14285714285717,1013.6785714285713,0.0,0.0,0.0
5504,4820160115,48,20160115,0.4785714285714285,-5.242857142857141,7.871428571428572,0.7857142857142856,219.28571428571428,1013.8785714285713,0.0,0.0,0.0
5505,4820160116,48,20160116,1.7642857142857142,-2.8928571428571432,8.7,0.8499999999999998,240.7142857142857,1014.6357142857139,0.0,0.0,0.0
5506,4820160117,48,20160117,3.021428571428572,-0.5999999999999999,6.721428571428571,1.1214285714285714,193.57142857142856,1008.35,0.0,4.0,0.5750000000000001
5507,4820160118,48,20160118,0.8357142857142857,-4.2,5.157142857142857,3.45,292.14285714285717,1004.0214285714287,0.0,0.1142857142857143,0.125
5508,4820160119,48,20160119,-4.0,-6.171428571428572,-0.9214285714285716,4.5285714285714285,295.7142857142857,1011.2642857142856,0.0,0.0,0.0
5509,4820160120,48,20160120,-3.7285714285714286,-8.042857142857143,0.9714285714285714,2.1,247.85714285714286,1019.785714285714,0.0,0.0,0.0
5510,4820160121,48,20160121,-2.2357142857142853,-5.985714285714287,2.2142857142857144,1.7428571428571429,255.7142857142857,1018.2357142857144,0.0,0.0,0.0
5511,4820160122,48,20160122,-1.0642857142857145,-6.885714285714285,4.5285714285714285,2.257142857142857,222.85714285714286,1020.3928571428571,0.0,0.0,0.0
5512,4820160123,48,20160123,-3.9999999999999987,-9.37142857142857,-0.15,3.1,278.57142857142856,1019.2000000000003,0.0,0.0,0.0
5513,4820160124,48,20160124,-8.307142857142855,-11.042857142857144,-5.421428571428571,2.8428571428571434,299.2857142857143,1015.8285714285718,0.021428571428571432,0.3071428571428572,0.3392857142857143
5514,4820160125,48,20160125,-4.1000000000000005,-10.207142857142856,2.0571428571428574,2.0785714285714287,288.57142857142856,1019.4857142857143,0.0,0.0,0.0
5515,4820160126,48,20160126,-0.5214285714285715,-6.942857142857143,5.671428571428572,1.9785714285714289,254.28571428571428,1019.4214285714287,0.0,0.0,0.0
5516,4820160127,48,20160127,1.8,-3.7642857142857142,8.52142857142857,1.335714285714286,230.0,1021.6857142857144,0.0,0.0,0.0
5517,4820160128,48,20160128,1.3785714285714286,-2.3999999999999995,3.8071428571428565,1.1142857142857143,162.14285714285714,1020.0142857142856,0.0,21.035714285714285,0.8550000000000001
5518,4820160129,48,20160129,3.0928571428571425,1.7285714285714284,4.185714285714286,1.7428571428571429,212.14285714285717,1015.2785714285716,0.0,16.835714285714285,1.5592857142857142
5519,4820160130,48,20160130,4.1000000000000005,0.5571428571428572,7.7214285714285715,1.2785714285714285,249.28571428571428,1017.0142857142857,0.0,0.014285714285714287,0.015714285714285715
5520,4820160131,48,20160131,1.7857142857142858,-1.4,5.914285714285714,1.6428571428571428,300.0,1019.1285714285716,0.0,0.0,0.0
5521,4820160201,48,20160201,-1.5860328923216518e-17,-3.092857142857142,4.92857142857143,2.3642857142857143,290.0,1018.7071428571428,0.0,0.0,0.0
5522,4820160202,48,20160202,-1.2357142857142858,-6.6571428571428575,5.4785714285714295,1.7857142857142858,246.42857142857144,1018.5285714285714,0.0,0.0,0.0
5523,4820160203,48,20160203,-0.25714285714285706,-6.2857142857142865,6.571428571428571,1.5714285714285714,242.85714285714286,1019.0785714285713,0.0,0.0,0.0
5524,4820160204,48,20160204,1.3285714285714287,-4.421428571428573,7.235714285714287,1.5357142857142858,265.7142857142857,1017.1928571428572,0.0,0.0,0.0
5525,4820160205,48,20160205,2.1357142857142857,-3.4142857142857146,8.585714285714285,1.8642857142857143,263.57142857142856,1014.4571428571428,0.0,0.0,0.0
5526,4820160206,48,20160206,0.5428571428571428,-4.128571428571429,5.935714285714287,2.128571428571429,270.7142857142857,1014.0357142857144,0.0,0.0,0.0
5527,4820160207,48,20160207,-0.1357142857142857,-6.071428571428571,7.392857142857142,1.164285714285714,255.0,1014.0642857142856,0.0,0.0,0.0
5528,4820160208,48,20160208,2.6714285714285717,-4.921428571428573,8.664285714285715,1.9285714285714284,245.7142857142857,1010.2928571428572,0.0,0.0,0.0
5529,4820160209,48,20160209,4.757142857142859,-0.5499999999999999,9.735714285714282,2.8,292.14285714285717,1013.4142857142856,0.0,0.0,0.0
5530,4820160210,48,20160210,3.2857142857142856,-3.6214285714285706,11.985714285714282,1.1071428571428572,170.71428571428572,1018.9928571428572,0.0,0.0,0.0
5531,4820160211,48,20160211,6.857142857142858,-1.1357142857142857,14.55,1.1571428571428568,187.14285714285717,1019.4071428571426,0.0,0.0,0.0
5532,4820160212,48,20160212,10.87857142857143,7.264285714285718,13.592857142857142,1.9214285714285717,157.85714285714286,1012.3785714285716,0.0,42.67857142857143,1.3514285714285716
5533,4820160213,48,20160213,13.449999999999998,10.885714285714288,16.292857142857148,1.2428571428571429,199.28571428571428,1001.1285714285716,0.0,17.321428571428573,0.812857142857143
5534,4820160214,48,20160214,4.178571428571431,-1.3000000000000005,14.807142857142859,3.957142857142856,279.2857142857143,1004.2000000000003,0.0,0.028571428571428574,0.0
5535,4820160215,48,20160215,-1.2000000000000004,-4.171428571428572,2.45,3.2642857142857147,270.0,1012.0,0.0,0.0,0.0
5536,4820160216,48,20160216,1.3071428571428572,-3.3642857142857143,5.4714285714285715,2.6428571428571423,267.14285714285717,1011.4857142857144,0.0,0.0071428571428571435,0.0
5537,4820160217,48,20160217,2.492857142857143,-2.2500000000000004,8.028571428571428,1.8071428571428567,246.42857142857144,1016.5928571428574,0.0,0.014285714285714287,0.03571428571428571
5538,4820160218,48,20160218,3.542857142857143,-3.55,10.385714285714286,1.65,194.28571428571428,1016.2571428571428,0.0,0.0,0.0
5539,4820160219,48,20160219,6.935714285714285,0.5428571428571429,13.7,1.25,190.0,1018.25,0.0,0.0,0.0
5540,4820160220,48,20160220,6.414285714285716,2.1142857142857143,12.171428571428573,1.9571428571428573,270.0,1013.05,0.0,0.0071428571428571435,0.005714285714285714
5541,4820160221,48,20160221,2.5500000000000003,-2.242857142857143,8.107142857142858,2.0785714285714283,284.2857142857143,1021.592857142857,0.0,0.0,0.0
5542,4820160222,48,20160222,4.307142857142858,-0.7214285714285714,8.45,0.9142857142857144,211.42857142857144,1022.0857142857143,0.0,0.0,0.0
5543,4820160223,48,20160223,6.0214285714285705,1.3571428571428572,12.014285714285714,2.092857142857143,287.14285714285717,1019.7357142857144,0.0,0.0,0.0
5544,4820160224,48,20160224,1.407142857142857,-2.557142857142857,6.721428571428571,2.3000000000000003,257.85714285714283,1023.2285714285716,0.0,0.0,0.0
5545,4820160225,48,20160225,1.3,-4.571428571428571,7.507142857142857,2.2,263.57142857142856,1025.6928571428568,0.0,0.0,0.0
5546,4820160226,48,20160226,3.5357142857142856,-2.635714285714286,8.564285714285713,1.2928571428571431,239.28571428571428,1021.4285714285717,0.0,0.13571428571428573,0.0
5547,4820160227,48,20160227,8.185714285714287,2.8571428571428577,14.357142857142858,1.764285714285714,252.14285714285717,1015.9571428571428,0.0,0.4357142857142858,0.105
5548,4820160228,48,20160228,7.207142857142857,1.3928571428571428,14.935714285714285,2.1785714285714284,260.0,1012.7642857142857,0.0,3.5071428571428567,0.245
5549,4820160229,48,20160229,-0.12857142857142853,-3.7,4.342857142857143,3.435714285714286,305.0,1016.6785714285717,0.0,0.17857142857142858,0.10714285714285714
5550,4820160301,48,20160301,0.03571428571428573,-6.264285714285713,6.621428571428571,2.1,260.76923076923083,1019.6428571428572,0.0,0.0,0.0
5551,4820160302,48,20160302,3.9357142857142855,-3.9928571428571424,12.221428571428573,1.607142857142857,236.42857142857144,1018.4357142857144,0.0,0.0,0.0
5552,4820160303,48,20160303,8.035714285714286,-1.1357142857142857,17.07857142857143,1.3,217.85714285714286,1016.9785714285716,0.0,0.042857142857142864,0.04428571428571428
5553,4820160304,48,20160304,9.057142857142855,6.364285714285713,10.97857142857143,0.7642857142857141,167.85714285714286,1018.2785714285714,0.0,27.271428571428572,1.545
5554,4820160305,48,20160305,13.035714285714285,9.47857142857143,16.107142857142858,2.107142857142857,145.71428571428572,1014.1,0.0,21.428571428571427,0.8357142857142856
5555,4820160306,48,20160306,13.914285714285715,9.121428571428572,19.392857142857142,1.3357142857142856,176.4285714285714,1010.0785714285716,0.0,8.75,0.5664285714285714
5556,4820160307,48,20160307,11.514285714285714,6.585714285714286,17.964285714285715,1.4857142857142858,176.4285714285714,1010.5214285714287,0.0,0.0,0.0
5557,4820160308,48,20160308,8.25,4.285714285714287,12.014285714285714,1.5642857142857145,254.28571428571428,1012.4714285714286,0.0,3.321428571428572,0.4842857142857143
5558,4820160309,48,20160309,5.814285714285713,1.7571428571428571,12.035714285714285,2.007142857142857,267.85714285714283,1012.1357142857139,0.0,5.628571428571428,0.3821428571428571
5559,4820160310,48,20160310,3.8285714285714287,0.1928571428571429,8.92142857142857,2.5642857142857136,301.42857142857144,1015.5714285714287,0.0,0.0,0.0
5560,4820160311,48,20160311,2.2142857142857135,-2.8357142857142854,8.078571428571427,2.107142857142857,275.0,1016.035714285714,0.0,0.0,0.0
5561,4820160312,48,20160312,3.5571428571428565,-3.271428571428572,10.421428571428573,1.3642857142857143,211.42857142857144,1017.3142857142857,0.0,0.0,0.0
5562,4820160313,48,20160313,5.55,1.9857142857142855,9.62142857142857,1.0571428571428572,190.0,1015.4714285714286,0.0,0.0,0.0
5563,4820160314,48,20160314,5.8461538461538485,0.16428571428571434,12.900000000000004,1.692857142857143,259.2857142857143,1012.5538461538463,0.0,0.0,0.0
5564,4820160315,48,20160315,6.671428571428571,-1.3285714285714287,14.957142857142856,1.3214285714285712,175.71428571428572,1015.4214285714287,0.0,0.0,0.0
5565,4820160316,48,20160316,9.578571428571427,3.8428571428571434,17.699999999999996,1.4428571428571428,209.28571428571428,1013.8142857142857,0.0,0.0,0.0
5566,4820160317,48,20160317,10.635714285714283,1.2285714285714289,19.435714285714287,1.4,162.85714285714286,1012.6428571428572,0.0,0.0,0.0
5567,4820160318,48,20160318,10.814285714285711,8.4,13.057142857142857,0.8500000000000003,234.28571428571428,1004.6285714285716,0.0,25.42142857142857,1.28
5568,4820160319,48,20160319,12.542857142857144,7.7857142857142865,19.45714285714286,1.6428571428571426,161.42857142857142,1006.2714285714287,0.0,0.0,0.0
5569,4820160320,48,20160320,10.185714285714283,7.271428571428572,14.264285714285714,1.6428571428571426,97.85714285714286,1013.6357142857142,0.0,0.0,0.0
5570,4820160321,48,20160321,10.207142857142856,5.621428571428571,16.664285714285715,1.4428571428571428,138.57142857142858,1015.5142857142856,0.0,0.0,0.0
5571,4820160322,48,20160322,10.764285714285712,2.9714285714285715,19.24285714285714,1.492857142857143,220.0,1010.35,0.0,0.0,0.0
5572,4820160323,48,20160323,10.707142857142856,6.0214285714285705,16.857142857142858,1.8357142857142856,130.0,1010.0214285714287,0.0,0.1,0.10857142857142857
5573,4820160324,48,20160324,8.057142857142855,3.9214285714285713,13.014285714285714,2.15,184.28571428571428,1015.7857142857144,0.0,0.4928571428571428,0.4535714285714286
5574,4820160325,48,20160325,7.221428571428571,4.314285714285714,11.307142857142857,1.3785714285714286,157.14285714285714,1016.5285714285716,0.0,0.5928571428571427,0.32642857142857146
5575,4820160326,48,20160326,6.592857142857143,2.1,12.178571428571427,1.4285714285714286,174.28571428571428,1013.2428571428572,0.0,0.65,0.04142857142857143
5576,4820160327,48,20160327,7.978571428571428,1.1,15.085714285714285,1.6357142857142857,224.28571428571428,1011.8285714285713,0.0,0.08571428571428573,0.0
5577,4820160328,48,20160328,9.87857142857143,1.2571428571428571,18.542857142857144,1.6,210.7142857142857,1013.9357142857143,0.0,0.0,0.0
5578,4820160329,48,20160329,11.592857142857143,4.535714285714286,17.385714285714286,2.3071428571428574,210.7142857142857,1013.3714285714284,0.0,0.0,0.0
5579,4820160330,48,20160330,14.185714285714289,7.764285714285714,22.250000000000004,1.4714285714285715,220.0,1011.5142857142856,0.0,0.0,0.0
5580,4820160331,48,20160331,12.785714285714288,6.207142857142856,20.57857142857143,0.9642857142857144,157.14285714285714,1009.1071428571428,0.0,0.0,0.0
5581,4820160401,48,20160401,14.528571428571428,5.692857142857143,24.62142857142857,1.3642857142857143,143.57142857142858,1007.8,0.0,0.0,0.0
5582,4820160402,48,20160402,14.285714285714285,6.9785714285714295,20.928571428571427,1.5142857142857145,177.85714285714286,1011.6428571428572,0.0,0.0,0.0
5583,4820160403,48,20160403,12.771428571428574,10.37142857142857,15.371428571428574,1.0,155.71428571428572,1009.1571428571433,0.0,22.428571428571423,1.095
5584,4820160404,48,20160404,11.192857142857141,9.907142857142855,13.035714285714285,1.2,205.7142857142857,1006.2642857142857,0.0,3.8857142857142857,0.6692857142857143
5585,4820160405,48,20160405,13.27142857142857,8.007142857142856,20.892857142857142,1.2285714285714284,220.7142857142857,1008.4285714285717,0.0,0.0,0.0
5586,4820160406,48,20160406,12.571428571428573,6.964285714285714,21.392857142857142,1.3428571428571427,164.28571428571428,1009.2071428571428,0.0,24.328571428571426,0.5557142857142857
5587,4820160407,48,20160407,12.507142857142856,9.321428571428571,17.771428571428572,1.2785714285714285,257.14285714285717,1000.9214285714287,0.0,33.15714285714286,0.7428571428571429
5588,4820160408,48,20160408,15.264285714285714,9.05714285714286,23.742857142857147,1.4571428571428573,195.7142857142857,1007.45,0.0,0.0,0.0
5589,4820160409,48,20160409,16.02857142857143,8.335714285714287,24.72142857142857,1.4142857142857144,187.85714285714286,1006.4285714285717,0.0,0.0,0.0
5590,4820160410,48,20160410,15.292857142857144,9.071428571428571,23.20714285714286,1.7357142857142858,154.28571428571428,1005.4,0.0,0.0,0.0
5591,4820160411,48,20160411,10.764285714285712,8.457142857142857,13.757142857142856,2.185714285714285,92.85714285714286,1012.8285714285716,0.0,0.0,0.059285714285714275
5592,4820160412,48,20160412,12.150000000000002,5.721428571428571,18.657142857142862,1.6285714285714288,152.14285714285714,1009.8285714285713,0.0,0.7714285714285715,0.11928571428571427
5593,4820160413,48,20160413,14.042857142857144,11.364285714285714,16.057142857142857,1.0642857142857145,162.85714285714286,1000.3071428571428,0.0,19.571428571428573,0.8250000000000001
5594,4820160414,48,20160414,17.585714285714285,11.3,25.785714285714285,1.6999999999999995,289.2857142857143,1003.4428571428572,0.0,0.0,0.0
5595,4820160415,48,20160415,13.921428571428573,7.4142857142857155,20.928571428571427,1.7428571428571429,136.42857142857142,1012.7357142857144,0.0,0.0,0.0
5596,4820160416,48,20160416,13.771428571428574,6.585714285714286,19.47142857142857,2.1714285714285717,157.85714285714286,1003.0428571428572,0.0,51.55,0.7142857142857143
5597,4820160417,48,20160417,15.171428571428573,11.599999999999998,19.671428571428574,4.671428571428572,275.7142857142857,998.7071428571428,0.0,6.671428571428572,0.22642857142857145
5598,4820160418,48,20160418,14.87857142857143,10.728571428571428,20.357142857142858,2.442857142857143,260.0,1008.0,0.0,0.0,0.0
5599,4820160419,48,20160419,14.171428571428569,8.80714285714286,21.15714285714285,2.0785714285714283,230.0,1014.8214285714283,0.0,0.0,0.0
5600,4820160420,48,20160420,14.4,7.128571428571429,21.657142857142862,1.5428571428571427,155.71428571428572,1012.6071428571428,0.0,0.0,0.0
5601,4820160421,48,20160421,14.65,12.021428571428574,17.81428571428571,1.4928571428571429,177.14285714285714,998.2857142857146,0.0,32.99285714285715,0.9307142857142856
5602,4820160422,48,20160422,17.150000000000002,10.814285714285717,25.292857142857148,1.607142857142857,210.0,1002.0571428571429,0.0,0.0,0.0
5603,4820160423,48,20160423,16.014285714285712,12.85,20.521428571428565,1.042857142857143,192.85714285714286,1005.0714285714287,0.0,0.0,0.0
5604,4820160424,48,20160424,15.307142857142859,8.607142857142858,23.42142857142857,1.5285714285714285,144.28571428571428,1007.464285714286,0.0,0.0,0.0
5605,4820160425,48,20160425,16.235714285714288,8.207142857142857,25.62142857142857,1.2285714285714289,183.57142857142856,1010.05,0.0,0.0,0.0
