,기상번호,시도코드,일시,평균기온(°C),최저기온(°C),최고기온(°C),평균 풍속(m/s),최다풍향(16방위),평균 현지기압(hPa),일 최심신적설(cm),일강수량(mm),강수 계속시간(hr)
1143,2820160215,28,20160215,-5.0,-8.466666666666667,-1.9333333333333336,4.233333333333333,300.0,1010.7,0.6666666666666666,0.2333333333333333,2.4766666666666666
1144,2820160216,28,20160216,-1.3,-5.266666666666667,2.1333333333333333,4.4,293.3333333333333,1007.6,0.4,0.5666666666666667,1.3733333333333333
1145,2820160217,28,20160217,1.3,-1.9333333333333336,4.533333333333333,3.5666666666666664,300.0,1013.1333333333333,0.0,0.0,0.0
1146,2820160218,28,20160218,3.8333333333333335,-1.480297366166875e-16,7.366666666666666,5.166666666666667,220.0,1009.5,0.0,0.0,0.0
1147,2820160219,28,20160219,1.9333333333333336,-0.1333333333333333,4.733333333333333,1.8,126.66666666666669,1016.2,0.0,0.0,0.0
1148,2820160220,28,20160220,1.1333333333333333,-2.033333333333333,4.6000000000000005,3.4666666666666663,180.0,1014.1333333333333,0.0,0.0,0.0
1149,2820160221,28,20160221,-0.4666666666666666,-3.4,2.7000000000000006,2.9333333333333336,293.3333333333333,1019.3333333333335,0.0,0.0,0.0
1150,2820160222,28,20160222,1.366666666666667,-1.7,3.8,2.5333333333333337,183.33333333333331,1018.8333333333335,0.06666666666666668,0.8666666666666666,3.203333333333333
1151,2820160223,28,20160223,-0.4,-4.0,3.9666666666666655,3.0,303.3333333333333,1019.9333333333334,0.0,0.1,1.0833333333333333
1152,2820160224,28,20160224,-2.766666666666667,-6.733333333333333,0.6,3.233333333333333,193.33333333333331,1022.8333333333335,0.3333333333333333,0.06666666666666668,0.3333333333333333
1153,2820160225,28,20160225,0.6,-4.2,4.966666666666666,3.9333333333333336,270.0,1021.4,0.0,0.0,0.0
1154,2820160226,28,20160226,1.4666666666666668,-3.0333333333333337,5.866666666666667,2.333333333333333,203.33333333333331,1017.0333333333333,0.0,0.0,0.3066666666666667
1155,2820160227,28,20160227,2.433333333333333,-0.13333333333333314,6.633333333333333,1.7666666666666666,240.0,1013.7333333333332,0.0,0.0,0.9733333333333332
1156,2820160228,28,20160228,0.9666666666666668,-1.5666666666666669,4.166666666666667,2.8000000000000003,180.0,1011.8333333333335,1.9333333333333331,1.5666666666666669,1.2233333333333334
1157,2820160229,28,20160229,-2.9333333333333336,-4.666666666666667,-0.6333333333333333,5.5,286.6666666666667,1015.4,0.0,0.0,0.44333333333333336
1158,2820160301,28,20160301,-1.4666666666666666,-6.0,1.9333333333333336,3.733333333333334,243.33333333333331,1016.7333333333332,0.0,0.0,0.0
1159,2820160302,28,20160302,3.8333333333333335,-0.6,7.300000000000002,5.433333333333333,226.66666666666663,1012.6,0.0,0.0,0.0
1160,2820160303,28,20160303,7.2666666666666675,4.266666666666667,9.833333333333334,3.5333333333333337,160.0,1011.8666666666667,0.0,0.0,0.0
1161,2820160304,28,20160304,11.5,6.7,16.866666666666667,3.733333333333333,90.0,1012.3,0.0,0.6,0.16666666666666666
1162,2820160305,28,20160305,9.133333333333336,4.866666666666666,12.800000000000002,4.500000000000001,233.33333333333331,1006.8333333333335,0.0,42.96666666666667,8.343333333333334
1163,2820160306,28,20160306,5.933333333333334,2.7999999999999994,10.2,2.433333333333333,153.33333333333334,1009.3666666666667,0.0,0.0,0.22333333333333336
1164,2820160307,28,20160307,6.966666666666666,3.6,10.833333333333336,2.2,240.0,1007.9666666666667,0.0,0.0,0.08333333333333333
1165,2820160308,28,20160308,1.5,-1.4666666666666668,5.066666666666666,3.4,310.0,1013.2,0.0,0.0,0.0
1166,2820160309,28,20160309,-0.6,-2.4,2.4333333333333336,4.133333333333333,233.33333333333331,1014.7666666666668,0.0,0.0,0.0
1167,2820160310,28,20160310,-0.6,-3.233333333333333,2.333333333333333,3.6,316.6666666666667,1016.2,0.0,0.0,1.1766666666666663
1168,2820160311,28,20160311,-0.10000000000000002,-3.6666666666666665,3.3666666666666667,3.2,303.3333333333333,1014.8333333333335,0.0,0.0,0.0
1169,2820160312,28,20160312,2.7000000000000006,-1.1666666666666667,6.033333333333334,4.033333333333333,256.6666666666667,1013.0333333333333,0.0,0.0,0.0
1170,2820160313,28,20160313,3.233333333333333,1.5,6.2333333333333325,2.7,323.3333333333333,1013.3,0.0,0.26666666666666666,1.26
1171,2820160314,28,20160314,4.033333333333333,0.20000000000000004,7.733333333333333,2.9666666666666663,306.6666666666667,1012.6,0.0,0.0,0.0
1172,2820160315,28,20160315,4.5,-0.3333333333333332,9.533333333333333,2.9,233.33333333333331,1012.6,0.0,0.0,0.0
1173,2820160316,28,20160316,6.1000000000000005,2.4,10.8,2.6333333333333333,226.66666666666663,1011.3,0.0,0.0,0.0
1174,2820160317,28,20160317,7.2666666666666675,1.5,11.666666666666664,2.5333333333333337,106.66666666666669,1009.1333333333333,0.0,0.0,0.0
1175,2820160318,28,20160318,10.933333333333332,5.800000000000002,17.2,2.833333333333333,173.33333333333337,1002.2333333333332,0.0,0.0,0.0
1176,2820160319,28,20160319,8.633333333333333,5.533333333333334,13.033333333333333,3.1666666666666665,203.33333333333331,1005.1333333333333,0.0,0.0,0.0
1177,2820160320,28,20160320,6.833333333333332,2.6333333333333333,11.633333333333333,2.2666666666666666,266.6666666666667,1010.2333333333332,0.0,0.0,0.0
1178,2820160321,28,20160321,7.5,3.333333333333333,12.766666666666666,2.733333333333333,250.0,1012.2999999999997,0.0,0.0,0.0
1179,2820160322,28,20160322,5.9,2.6333333333333333,9.633333333333333,3.4,256.6666666666667,1008.6666666666665,0.0,0.0,0.0
1180,2820160323,28,20160323,6.366666666666667,2.833333333333333,10.333333333333334,3.5,233.33333333333331,1010.4333333333334,0.0,0.0,0.0
1181,2820160324,28,20160324,5.633333333333333,1.7666666666666666,9.466666666666667,3.5,216.66666666666663,1014.6333333333333,0.0,0.0,0.0
1182,2820160325,28,20160325,4.966666666666667,0.8333333333333334,8.966666666666667,2.6333333333333333,256.6666666666667,1013.3333333333335,0.0,0.0,0.0
1183,2820160326,28,20160326,5.3,1.2333333333333332,9.933333333333332,2.8666666666666667,256.6666666666667,1010.8666666666667,0.0,0.0,0.0
1184,2820160327,28,20160327,6.033333333333334,1.8333333333333333,10.333333333333334,3.733333333333334,250.0,1009.4,0.0,0.0,0.0
1185,2820160328,28,20160328,7.8,2.9333333333333336,12.566666666666668,3.433333333333333,196.66666666666663,1009.7,0.0,0.0,0.0
1186,2820160329,28,20160329,9.133333333333336,5.966666666666666,13.033333333333333,5.1000000000000005,220.0,1006.5,0.0,0.06666666666666668,0.15
1187,2820160330,28,20160330,8.299999999999999,4.466666666666666,13.3,2.933333333333333,233.33333333333331,1009.1333333333333,0.0,0.0,0.0
1188,2820160331,28,20160331,11.466666666666667,4.633333333333334,18.233333333333327,3.0,256.6666666666667,1005.9666666666667,0.0,0.0,0.0
1189,2820160401,28,20160401,12.466666666666667,6.933333333333335,18.533333333333328,3.0,153.33333333333334,1004.7333333333336,0.0,0.0,0.0
1190,2820160402,28,20160402,11.0,7.2,16.333333333333332,3.1333333333333333,233.33333333333331,1007.7666666666668,0.0,0.0,0.6666666666666666
1191,2820160403,28,20160403,9.3,6.366666666666667,12.466666666666667,2.3,20.0,1008.0333333333334,0.0,0.10000000000000002,2.34
1192,2820160404,28,20160404,10.133333333333333,4.166666666666667,17.099999999999998,3.233333333333333,186.66666666666663,1003.5,0.0,0.0,0.0
1193,2820160405,28,20160405,8.966666666666667,4.933333333333334,13.633333333333335,3.8666666666666667,250.0,1005.8,0.0,0.0,0.0
1194,2820160406,28,20160406,11.9,5.633333333333333,19.1,2.9333333333333336,180.0,1004.6666666666665,0.0,1.7333333333333334,0.9
1195,2820160407,28,20160407,12.233333333333334,8.333333333333334,17.433333333333334,3.5,263.3333333333333,999.4,0.0,4.033333333333333,2.083333333333333
1196,2820160408,28,20160408,8.5,5.633333333333333,14.433333333333332,3.333333333333333,250.0,1004.6333333333333,0.0,0.0,0.0
1197,2820160409,28,20160409,8.700000000000001,6.1000000000000005,11.333333333333336,2.5,203.33333333333331,1003.2666666666668,0.0,0.2333333333333333,0.5
1198,2820160410,28,20160410,10.1,7.533333333333334,15.2,2.566666666666667,126.66666666666669,1003.4666666666667,0.0,0.10000000000000002,1.1933333333333334
1199,2820160411,28,20160411,10.0,5.333333333333333,15.3,2.733333333333333,56.66666666666666,1008.5,0.0,0.0,0.0
1200,2820160412,28,20160412,11.866666666666667,7.7,16.166666666666668,3.1,190.0,1003.8666666666667,0.0,0.0,0.3066666666666667
1201,2820160413,28,20160413,12.066666666666668,8.333333333333334,17.966666666666672,2.6,243.33333333333331,996.2999999999997,0.0,0.3666666666666667,2.2666666666666666
1202,2820160414,28,20160414,8.7,6.5,13.166666666666664,2.6,273.3333333333333,1002.8,0.0,0.0,0.0
1203,2820160415,28,20160415,12.300000000000002,5.8,18.53333333333333,2.7999999999999994,210.0,1008.0666666666666,0.0,0.0,0.0
1204,2820160416,28,20160416,12.733333333333334,8.366666666666665,17.733333333333334,4.333333333333333,83.33333333333333,995.4,0.0,38.73333333333333,7.75
1205,2820160417,28,20160417,9.7,7.3,13.433333333333332,7.066666666666666,263.3333333333333,994.7,0.0,14.766666666666666,3.023333333333333
1206,2820160418,28,20160418,9.433333333333332,6.066666666666666,15.1,4.066666666666666,270.0,1003.5333333333333,0.0,1.5,1.45
1207,2820160419,28,20160419,9.733333333333333,5.233333333333333,15.0,2.733333333333333,233.33333333333331,1012.0666666666666,0.0,0.0,0.0
1208,2820160420,28,20160420,12.166666666666664,8.533333333333333,17.733333333333334,3.2999999999999994,223.33333333333331,1007.3,0.0,3.0666666666666664,4.7
1209,2820160421,28,20160421,12.066666666666668,9.766666666666667,16.0,3.5,76.66666666666667,996.0333333333333,0.0,14.933333333333332,6.5233333333333325
1210,2820160422,28,20160422,10.6,8.133333333333333,15.366666666666665,3.1333333333333333,263.3333333333333,998.7,0.0,0.0,0.0
1211,2820160423,28,20160423,11.166666666666664,6.666666666666668,16.96666666666667,2.1666666666666665,293.3333333333333,1003.6,0.0,0.0,0.0
1212,2820160424,28,20160424,13.833333333333336,7.833333333333335,20.3,2.733333333333334,303.3333333333333,1005.0666666666666,0.0,0.0,0.0
1213,2820160425,28,20160425,14.6,9.166666666666666,20.8,3.233333333333333,236.66666666666663,1007.3666666666667,0.0,0.0,0.0
1214,2820160426,28,20160426,18.166666666666668,11.1,25.96666666666667,2.966666666666667,30.0,1004.4333333333334,0.0,0.0,0.0
1215,2820160427,28,20160427,16.066666666666666,13.4,19.500000000000004,3.7,70.0,999.2333333333332,0.0,0.0,0.0
1216,2820160428,28,20160428,14.066666666666668,10.566666666666668,18.233333333333334,3.1666666666666665,316.6666666666667,997.7333333333332,0.0,0.0,0.0
1217,2820160429,28,20160429,13.3,9.133333333333333,18.366666666666664,3.1666666666666665,226.66666666666663,1001.4333333333334,0.0,0.0,0.0
1218,2820160430,28,20160430,13.7,9.166666666666666,16.933333333333334,5.7333333333333325,216.66666666666663,999.8666666666667,0.0,0.0,0.0
1219,2820160501,28,20160501,16.0,11.466666666666667,20.433333333333334,4.2,190.0,1002.0,0.0,0.0,0.0
1220,2820160502,28,20160502,18.5,15.233333333333334,23.8,5.4,160.0,999.5666666666666,0.0,16.833333333333332,6.416666666666668
1221,2820160503,28,20160503,12.066666666666665,9.1,16.366666666666664,9.266666666666667,263.3333333333333,982.5666666666666,0.0,39.3,8.276666666666666
1222,2820160504,28,20160504,14.833333333333336,10.733333333333334,18.433333333333334,8.033333333333333,276.6666666666667,994.3,0.0,0.0,0.0
1223,2820160505,28,20160505,16.2,9.566666666666666,22.566666666666666,3.8,143.33333333333334,1001.5,0.0,13.266666666666666,3.8333333333333335
1224,2820160506,28,20160506,13.266666666666667,10.833333333333336,16.099999999999998,4.766666666666667,263.3333333333333,996.6,0.0,9.8,4.8
1225,2820160507,28,20160507,15.133333333333333,10.166666666666666,19.066666666666666,3.466666666666667,270.0,1004.4333333333334,0.0,0.0,0.0
1226,2820160508,28,20160508,17.2,11.766666666666666,23.73333333333333,2.2333333333333334,190.0,1005.7666666666668,0.0,0.0,0.0
1227,2820160509,28,20160509,16.5,13.133333333333335,20.433333333333334,2.1,316.6666666666667,1001.1333333333333,0.0,0.06666666666666668,5.193333333333333
1228,2820160510,28,20160510,13.266666666666666,11.233333333333334,17.2,2.766666666666667,130.0,997.5333333333333,0.0,6.666666666666668,5.193333333333333
1229,2820160511,28,20160511,14.933333333333332,10.966666666666667,19.733333333333327,3.1333333333333333,233.33333333333331,999.5,0.0,0.0,0.0
1230,2820160512,28,20160512,14.633333333333333,10.3,18.833333333333336,4.333333333333333,243.33333333333331,1002.0666666666666,0.0,0.0,0.0
1231,2820160513,28,20160513,15.233333333333334,10.566666666666666,20.3,2.8666666666666667,226.66666666666663,1010.0333333333333,0.0,0.0,0.0
1232,2820160514,28,20160514,17.400000000000002,13.6,22.866666666666664,3.233333333333333,203.33333333333331,1010.3333333333335,0.0,0.0,0.0
1233,2820160515,28,20160515,14.5,10.966666666666667,19.366666666666667,3.733333333333333,223.33333333333331,999.1666666666665,0.0,37.833333333333336,9.276666666666666
1234,2820160516,28,20160516,14.0,10.7,18.2,5.333333333333333,256.6666666666667,999.3333333333335,0.0,0.26666666666666666,0.6433333333333333
1235,2820160517,28,20160517,16.433333333333334,10.3,22.33333333333333,2.8666666666666667,213.33333333333331,1005.3333333333335,0.0,0.0,0.0
1236,2820160518,28,20160518,20.33333333333333,13.733333333333334,26.96666666666667,2.233333333333334,273.3333333333333,1008.1,0.0,0.0,0.0
1237,2820160519,28,20160519,22.9,15.8,28.46666666666667,2.5,243.33333333333331,1007.4333333333334,0.0,0.0,0.0
1238,2820160520,28,20160520,21.73333333333333,16.599999999999998,27.266666666666666,2.1,160.0,1007.3,0.0,0.0,0.0
1239,2820160521,28,20160521,22.8,18.133333333333333,28.1,2.1666666666666665,100.0,1007.7333333333332,0.0,0.0,0.0
1240,2820160522,28,20160522,22.366666666666664,17.033333333333335,27.766666666666666,2.3000000000000003,160.0,1005.8666666666667,0.0,0.0,0.0
1241,2820160523,28,20160523,19.533333333333328,15.033333333333333,24.8,2.7,213.33333333333331,1002.0,0.0,5.433333333333334,3.0766666666666667
1242,2820160524,28,20160524,15.233333333333333,13.833333333333336,18.633333333333333,4.333333333333334,243.33333333333331,996.3333333333335,0.0,26.6,4.5
1243,2820160525,28,20160525,17.03333333333333,14.366666666666665,21.1,3.2000000000000006,213.33333333333331,999.0,0.0,0.0,0.0
1244,2820160526,28,20160526,16.900000000000002,14.866666666666665,20.433333333333334,2.3000000000000003,236.66666666666663,1000.0333333333333,0.0,0.03333333333333333,0.8066666666666666
1245,2820160527,28,20160527,18.83333333333333,14.8,23.899999999999995,1.8333333333333333,220.0,1001.5666666666666,0.0,0.0,0.0
1246,2820160528,28,20160528,18.866666666666664,14.566666666666668,23.766666666666666,2.5,256.6666666666667,998.1333333333333,0.0,0.0,0.0
1247,2820160529,28,20160529,19.233333333333334,15.366666666666667,23.96666666666667,2.766666666666667,263.3333333333333,995.2333333333332,0.0,0.0,0.0
1248,2820160530,28,20160530,19.733333333333334,15.800000000000002,24.46666666666667,3.3000000000000003,263.3333333333333,996.8666666666667,0.0,0.0,0.0
1249,2820160531,28,20160531,18.366666666666664,15.3,23.0,2.766666666666667,166.66666666666666,997.7000000000003,0.0,0.0,0.0
1250,2820160601,28,20160601,21.1,15.3,26.33333333333333,2.5,143.33333333333334,997.6333333333333,0.0,0.0,0.0
1251,2820160602,28,20160602,20.8,16.866666666666664,25.93333333333333,2.8000000000000003,250.0,1000.0,0.0,0.0,0.0
1252,2820160603,28,20160603,19.33333333333333,15.533333333333333,23.93333333333333,2.833333333333333,236.66666666666663,1000.7666666666668,0.0,0.0,0.0
1253,2820160604,28,20160604,18.9,16.166666666666668,22.933333333333334,2.0,310.0,999.3333333333335,0.0,0.0,0.17333333333333334
1254,2820160605,28,20160605,21.2,15.466666666666667,27.1,2.233333333333333,210.0,1000.8,0.0,0.0,0.0
1255,2820160606,28,20160606,20.83333333333333,18.266666666666673,24.76666666666667,2.2666666666666666,180.0,1002.1666666666665,0.0,0.0,0.8533333333333334
1256,2820160607,28,20160607,20.033333333333328,17.433333333333334,24.133333333333336,2.4333333333333336,263.3333333333333,1000.5333333333334,0.0,0.0,0.0
1257,2820160608,28,20160608,19.33333333333333,16.833333333333332,23.1,2.766666666666667,256.6666666666667,999.8333333333335,0.0,0.0,0.0
1258,2820160609,28,20160609,20.86666666666667,16.633333333333333,26.1,2.1666666666666665,256.6666666666667,1001.1,0.0,0.0,0.0
1259,2820160610,28,20160610,20.566666666666666,16.566666666666666,25.26666666666667,2.5,226.66666666666663,1001.4666666666667,0.0,0.0,0.0
1260,2820160611,28,20160611,20.7,18.666666666666668,23.5,2.8000000000000003,226.66666666666663,999.4666666666666,0.0,3.766666666666667,6.126666666666666
1261,2820160612,28,20160612,19.9,16.666666666666668,23.766666666666666,2.2666666666666666,266.6666666666667,995.6666666666665,0.0,0.5,0.6933333333333334
1262,2820160613,28,20160613,20.466666666666665,16.633333333333336,25.33333333333333,2.6,270.0,992.5666666666666,0.0,0.0,0.0
1263,2820160614,28,20160614,20.466666666666665,17.266666666666666,24.766666666666666,2.4333333333333336,243.33333333333331,992.5666666666666,0.0,0.3,2.036666666666666
1264,2820160615,28,20160615,18.966666666666665,16.9,22.066666666666666,4.366666666666667,223.33333333333331,989.2333333333332,0.0,12.266666666666666,6.276666666666666
1265,2820160616,28,20160616,19.733333333333334,17.566666666666666,22.866666666666664,4.0,270.0,990.3333333333335,0.0,0.0,0.0
1266,2820160617,28,20160617,21.6,18.1,25.46666666666667,3.9,173.33333333333337,996.9,0.0,0.0,0.0
1267,2820160618,28,20160618,20.466666666666672,18.1,23.4,3.3000000000000003,220.0,1000.9666666666666,0.0,0.0,0.0
1268,2820160619,28,20160619,21.366666666666664,18.066666666666666,25.46666666666667,2.766666666666667,233.33333333333331,998.1,0.0,0.06666666666666668,0.4833333333333333
1269,2820160620,28,20160620,21.933333333333334,18.433333333333334,25.7,2.3000000000000003,210.0,996.6333333333333,0.0,0.0,0.0
1270,2820160621,28,20160621,22.2,19.166666666666668,26.4,2.2666666666666666,270.0,996.8333333333335,0.0,0.0,0.0
1271,2820160622,28,20160622,22.46666666666667,19.9,26.399999999999995,2.4666666666666663,150.0,995.4333333333334,0.0,1.5,3.3166666666666664
1272,2820160623,28,20160623,22.3,19.2,26.43333333333333,2.1666666666666665,240.0,995.8333333333335,0.0,0.5666666666666667,2.026666666666667
1273,2820160624,28,20160624,21.4,18.9,24.46666666666667,2.966666666666667,286.6666666666667,990.3333333333335,0.0,1.7333333333333332,4.61
1274,2820160625,28,20160625,22.0,18.633333333333333,25.16666666666667,4.033333333333333,270.0,993.4666666666666,0.0,0.0,0.0
1275,2820160626,28,20160626,23.366666666666664,18.53333333333333,27.4,3.3666666666666667,276.6666666666667,998.8,0.0,0.0,0.0
1276,2820160627,28,20160627,22.366666666666664,18.83333333333333,26.266666666666666,2.533333333333333,216.66666666666663,999.4666666666667,0.0,0.0,0.0
1277,2820160628,28,20160628,21.9,18.566666666666666,26.0,2.066666666666667,240.0,1000.6333333333333,0.0,0.0,0.0
1278,2820160629,28,20160629,22.43333333333333,18.6,27.066666666666666,2.8666666666666667,213.33333333333331,999.9666666666667,0.0,0.06666666666666668,0.39
1279,2820160630,28,20160630,22.6,21.2,24.566666666666666,3.0666666666666664,206.66666666666663,998.9666666666666,0.0,0.6,2.0
1280,2820160701,28,20160701,22.53333333333333,20.7,24.6,3.233333333333333,186.66666666666663,993.8666666666667,0.0,67.3,7.8900000000000015
1281,2820160702,28,20160702,22.23333333333333,19.83333333333333,25.5,2.9,256.6666666666667,995.0,0.0,0.3,1.86
1282,2820160703,28,20160703,22.0,18.7,26.0,1.8666666666666665,233.33333333333331,999.2999999999997,0.0,0.0,0.0
1283,2820160704,28,20160704,21.466666666666672,19.233333333333334,24.93333333333333,3.233333333333333,70.0,998.6333333333333,0.0,25.26666666666667,6.6099999999999985
1284,2820160705,28,20160705,20.866666666666664,18.8,23.266666666666666,3.9,170.0,998.5666666666666,0.0,57.43333333333334,8.363333333333335
1285,2820160706,28,20160706,20.2,18.1,23.7,1.9,263.3333333333333,1003.7666666666668,0.0,0.03333333333333333,0.25
1286,2820160707,28,20160707,22.16666666666667,18.733333333333334,26.83333333333333,1.6333333333333335,183.33333333333331,1004.3666666666667,0.0,0.03333333333333333,0.39
1287,2820160708,28,20160708,24.66666666666667,19.7,29.0,1.9666666666666668,300.0,1000.2333333333332,0.0,0.0,0.0
1288,2820160709,28,20160709,24.2,20.866666666666664,28.53333333333333,2.2,316.6666666666667,996.7333333333332,0.0,0.0,0.0
1289,2820160710,28,20160710,24.366666666666664,20.866666666666664,28.700000000000006,1.9333333333333336,286.6666666666667,995.0333333333333,0.0,0.0,0.0
1290,2820160711,28,20160711,25.53333333333333,21.866666666666664,30.6,1.6,256.6666666666667,994.0666666666666,0.0,0.0,0.0
1291,2820160712,28,20160712,24.6,21.466666666666672,28.366666666666664,2.2,250.0,992.3333333333335,0.0,0.7666666666666666,0.9266666666666666
1292,2820160713,28,20160713,24.23333333333333,21.366666666666664,27.33333333333333,2.233333333333333,270.0,991.6,0.0,0.13333333333333333,0.6900000000000001
1293,2820160714,28,20160714,24.83333333333333,21.53333333333333,28.9,2.466666666666667,280.0,992.0666666666666,0.0,0.0,0.0
1294,2820160715,28,20160715,24.066666666666666,21.4,27.73333333333333,3.3666666666666667,203.33333333333331,993.4333333333334,0.0,6.633333333333333,4.886666666666667
1295,2820160716,28,20160716,19.866666666666667,18.733333333333334,21.93333333333333,4.933333333333334,93.33333333333331,988.9666666666667,0.0,50.46666666666667,14.666666666666664
1296,2820160717,28,20160717,20.566666666666666,19.0,22.93333333333333,2.5,263.3333333333333,996.7999999999997,0.0,0.7999999999999999,1.89
1297,2820160718,28,20160718,22.83333333333333,20.03333333333333,26.16666666666667,1.9666666666666668,243.33333333333331,1000.4666666666667,0.0,0.0,0.0
1298,2820160719,28,20160719,24.766666666666666,20.366666666666667,29.43333333333333,1.9333333333333331,100.0,1001.0333333333333,0.0,0.0,0.0
1299,2820160720,28,20160720,26.23333333333333,22.433333333333334,30.0,2.6666666666666665,113.33333333333331,1001.5333333333333,0.0,0.0,0.0
1300,2820160721,28,20160721,26.33333333333333,23.9,29.566666666666666,3.5666666666666664,220.0,1000.1333333333333,0.0,0.0,0.16666666666666666
1301,2820160722,28,20160722,26.6,24.13333333333333,30.066666666666666,3.8,173.33333333333337,998.6333333333333,0.0,0.0,0.0
1302,2820160723,28,20160723,26.066666666666666,24.5,27.96666666666667,3.4,236.66666666666663,998.0,0.0,1.0666666666666669,3.266666666666667
1303,2820160724,28,20160724,25.566666666666666,24.5,27.6,3.3000000000000003,213.33333333333331,999.6,0.0,24.5,5.906666666666666
1304,2820160725,28,20160725,25.66666666666667,23.9,28.16666666666667,2.8000000000000003,213.33333333333331,1000.0,0.0,0.16666666666666666,1.7333333333333334
1305,2820160726,28,20160726,25.93333333333333,24.100000000000005,27.8,3.566666666666667,220.0,996.6666666666665,0.0,4.033333333333333,1.9933333333333332
1306,2820160727,28,20160727,25.600000000000005,24.53333333333333,26.66666666666667,4.2,220.0,993.6,0.0,6.8,2.1766666666666667
1307,2820160728,28,20160728,25.0,23.16666666666667,27.4,2.9,213.33333333333331,995.8666666666667,0.0,1.1666666666666667,0.51
1308,2820160729,28,20160729,24.7,21.933333333333334,28.33333333333333,2.9000000000000004,120.0,998.2666666666668,0.0,19.366666666666667,4.053333333333334
1309,2820160730,28,20160730,26.3,23.83333333333333,29.33333333333333,2.466666666666667,203.33333333333331,1000.7666666666668,0.0,1.6,2.2433333333333336
1310,2820160731,28,20160731,26.66666666666667,25.100000000000005,29.0,2.3000000000000003,263.3333333333333,1001.2999999999997,0.0,0.2333333333333333,0.49
1311,2820160801,28,20160801,26.3,23.66666666666667,29.23333333333333,2.2333333333333334,263.3333333333333,1000.2333333333332,0.0,1.0333333333333334,1.096666666666667
1312,2820160802,28,20160802,25.73333333333333,23.4,28.8,1.8333333333333333,273.3333333333333,999.2333333333336,0.0,7.2,2.81
1313,2820160803,28,20160803,27.0,23.3,31.366666666666664,1.8333333333333333,146.66666666666666,999.3333333333335,0.0,0.0,0.39
1314,2820160804,28,20160804,27.866666666666664,24.566666666666666,32.1,1.7666666666666666,240.0,999.7666666666668,0.0,0.0,0.0
1315,2820160805,28,20160805,28.5,24.600000000000005,32.5,1.7666666666666666,196.66666666666663,999.8333333333335,0.0,0.0,0.0
1316,2820160806,28,20160806,28.33333333333333,25.3,31.83333333333333,1.8,256.6666666666667,998.2333333333332,0.0,0.0,0.0
1317,2820160807,28,20160807,28.066666666666666,24.66666666666667,32.03333333333333,1.9333333333333336,263.3333333333333,997.5,0.0,0.0,0.0
1318,2820160808,28,20160808,27.53333333333333,24.46666666666667,31.03333333333333,1.9,263.3333333333333,997.9333333333334,0.0,0.0,0.03333333333333333
1319,2820160809,28,20160809,27.8,24.2,32.266666666666666,2.2,300.0,998.4,0.0,0.0,0.0
1320,2820160810,28,20160810,27.633333333333336,24.9,30.866666666666664,2.4666666666666663,256.6666666666667,1000.0666666666666,0.0,0.0,0.0
1321,2820160811,28,20160811,28.266666666666666,25.1,32.53333333333333,2.1666666666666665,286.6666666666667,1000.0666666666666,0.0,0.0,0.0
1322,2820160812,28,20160812,28.366666666666664,25.46666666666667,31.866666666666664,2.5,263.3333333333333,997.9333333333334,0.0,0.0,0.0
1323,2820160813,28,20160813,28.2,25.8,31.33333333333333,3.1,250.0,996.2,0.0,0.0,0.0
1324,2820160814,28,20160814,27.4,25.366666666666664,30.33333333333333,2.5,256.6666666666667,994.7999999999997,0.0,3.066666666666667,0.9066666666666668
1325,2820160815,28,20160815,26.266666666666666,23.66666666666667,29.766666666666666,2.033333333333333,303.3333333333333,992.5333333333333,0.0,0.0,0.12333333333333335
1326,2820160816,28,20160816,26.73333333333333,23.43333333333333,30.2,1.9666666666666663,310.0,992.0333333333334,0.0,0.0,0.0
1327,2820160817,28,20160817,27.43333333333333,23.566666666666666,31.66666666666667,1.7333333333333332,203.33333333333331,993.7999999999997,0.0,0.0,0.0
1328,2820160818,28,20160818,27.4,24.53333333333333,31.16666666666667,2.0333333333333337,246.66666666666663,995.5,0.0,0.0,0.12666666666666668
1329,2820160819,28,20160819,27.43333333333333,24.866666666666664,30.53333333333333,2.1,116.66666666666669,996.4333333333334,0.0,0.06666666666666668,1.0233333333333332
1330,2820160820,28,20160820,27.76666666666667,25.266666666666666,31.366666666666664,2.4,60.0,996.3333333333335,0.0,6.666666666666668,4.49
1331,2820160821,28,20160821,27.66666666666667,24.83333333333333,31.83333333333333,1.7999999999999998,323.3333333333333,996.5,0.0,0.13333333333333333,0.39
1332,2820160822,28,20160822,27.0,23.26666666666667,30.933333333333334,2.3666666666666667,223.33333333333331,996.6,0.0,0.0,0.0
1333,2820160823,28,20160823,26.866666666666664,23.53333333333333,30.766666666666666,2.0,196.66666666666663,996.2666666666668,0.0,0.0,0.0
1334,2820160824,28,20160824,27.066666666666666,23.9,31.1,1.8666666666666665,233.33333333333331,996.8333333333335,0.0,0.0,0.0
1335,2820160825,28,20160825,24.866666666666664,21.33333333333333,28.866666666666664,2.1,286.6666666666667,995.5,0.0,5.966666666666666,3.1333333333333333
1336,2820160826,28,20160826,22.3,19.166666666666668,26.53333333333333,3.4666666666666663,53.33333333333334,999.0333333333334,0.0,4.433333333333334,1.9433333333333331
1337,2820160827,28,20160827,22.0,16.733333333333334,26.366666666666664,3.2,60.0,999.5,0.0,0.0,0.4166666666666667
