,일시,기상번호,시도코드,평균기온(°C),최저기온(°C),최고기온(°C),평균 풍속(m/s),최다풍향(16방위),평균 현지기압(hPa),일 최심신적설(cm),일강수량(mm),강수 계속시간(hr),PM10,PM25,PM10등급,PM25등급
61,20160302,3684866184.352941,36.64705882352941,3.792272433448904,-3.0573315899786486,10.57215735245147,2.342906994965819,224.35214785214782,1015.2512404262403,0.0,0.0,0.0,39.74171540470588,23.89103901888235,1.8235294117647058,1.9411764705882353
62,20160303,3684866185.352941,36.64705882352941,8.0643795420266,1.1911655991067756,15.43089371412901,1.9003332941568236,190.64207361266182,1013.7867192611311,0.0,0.13438375350140055,0.06299719887955181,48.524072677647055,28.001141413529414,1.9411764705882353,1.9411764705882353
63,20160304,3684866186.352941,36.64705882352941,10.319824978942627,6.046247673894733,14.29514779338309,1.6382699653287887,125.02706117412002,1014.7597598479954,0.0,11.140408708938123,5.022856153650271,53.9022369917647,34.892908046470595,1.9411764705882353,2.0588235294117645
64,20160305,3684866187.352941,36.64705882352941,12.397783491018785,8.686929736929738,16.163231278525394,2.899968756733462,163.11986053162522,1009.9540194119605,0.0,27.294642710230946,3.9139108832344127,32.91227535117647,20.721103477823533,1.411764705882353,1.6470588235294117
65,20160306,3684866188.352941,36.64705882352941,10.585941215647098,6.292971146500559,15.500004211474803,1.9666724452018571,242.37038451744337,1008.4937451763923,0.0,4.157985347985349,1.7901848739495798,62.581599519411775,24.422843155294114,2.235294117647059,2.0
66,20160307,3684866189.352941,36.64705882352941,9.451934927817279,4.44134483163895,15.36089097177332,1.677048441754324,200.62907680554738,1008.059907543437,0.0,0.0021390374331550807,0.2795490196078431,82.91466587352942,30.433535401176474,2.5294117647058822,2.0
67,20160308,3684866190.352941,36.64705882352941,6.0221800748271335,2.507221797810033,9.354086501733558,2.4846290963938023,233.61000763941936,1011.0912992889464,0.0,2.753081232492997,1.5701266870384518,71.60130527117646,25.918817469411767,2.0588235294117645,2.0
68,20160309,3684866191.352941,36.64705882352941,3.1467831188419417,0.3603170359052711,8.262782413664766,3.089994515288633,226.52411314176015,1011.7784189340069,0.03025210084033613,3.199373175843764,0.9877574876104288,40.823403886470594,16.067458750588237,2.0,1.7647058823529411
69,20160310,3684866192.352941,36.64705882352941,1.514155060625649,-1.4716525631231514,5.8278162034044385,3.2227773207184973,262.84602652249714,1014.7372364890012,0.006302521008403361,0.017582417582417582,0.10946778711484591,35.696514004117645,14.82888831117647,1.8823529411764706,1.3529411764705883
70,20160311,3684866193.352941,36.64705882352941,1.03134306869601,-3.2915220074043607,6.124341736694679,2.553284362696128,274.66202425025955,1014.4441847368319,0.005742296918767507,0.0029411764705882357,0.19390056022408964,36.459462895294116,18.464820422941177,1.9411764705882353,1.9411764705882353
71,20160312,3684866194.352941,36.64705882352941,2.9668798848210614,-3.307695147989266,8.853588666235726,1.950347005935241,226.4121466768526,1014.6195147009851,0.0,0.0,0.01508403361344538,53.415144999999995,25.343010696470586,2.0,2.0
72,20160313,3684866195.352941,36.64705882352941,4.611978119919295,1.5740303813833223,8.459315292550587,1.3633959178076824,170.38503653209534,1013.1363076139547,0.0,0.6726977924036748,0.5515361990950225,70.72336242529411,43.75494986117647,2.411764705882353,2.3529411764705883
73,20160314,3684866196.352941,36.64705882352941,4.660224677283502,0.5137223560752974,10.22341070694012,2.299395996160702,237.386182445006,1011.6504038118745,0.0,0.023529411764705882,0.06023163111398405,75.71417542294117,53.55663091588235,2.2941176470588234,2.7058823529411766
74,20160315,3684866197.352941,36.64705882352941,6.011081859317154,-1.527876241405653,13.23488011988012,1.7357535601653251,234.23409923409923,1013.0427735010085,0.0,0.0,0.0,63.838040418235295,39.246203030000004,2.0588235294117645,2.0
75,20160316,3684866198.352941,36.64705882352941,8.937193590723002,3.505077569489334,16.163126383420504,1.865413312178018,239.75575404987168,1011.4319796869795,0.0,0.0,0.0,66.61326105294117,40.46624704705882,2.0588235294117645,2.0
76,20160317,3684866199.352941,36.64705882352941,10.459447317388493,1.6603850071497126,17.90890766096649,1.6154283951342776,182.35751503398558,1009.8216137783784,0.0,0.20160427807486628,0.11480392156862745,66.44320824941175,41.74508138058823,2.235294117647059,2.235294117647059
77,20160318,3684866200.352941,36.64705882352941,11.539104327045505,8.453184854361325,15.404675422616599,1.5557557148733618,173.35207929325574,1002.0533580145345,0.0,10.580171397230222,5.987799210593328,47.72534534588235,32.59419831823529,1.7647058823529411,2.0
78,20160319,3684866201.352941,36.64705882352941,10.693850757086052,6.049923801688508,17.033152044034395,2.219816262169203,190.31458737341092,1004.7485528197292,0.0,0.0,0.0,65.33997344882354,38.8545841917647,2.0588235294117645,2.0
79,20160320,3684866202.352941,36.64705882352941,8.805489020783137,4.069991283226577,14.50893508452332,2.0393595620066205,171.59793148028442,1011.0470334567392,0.0,0.0004901960784313725,0.009852941176470589,62.51348781235294,35.1719666482353,2.1176470588235294,2.0
80,20160321,3684866203.352941,36.64705882352941,9.127752835399894,3.386655599302658,15.868470940823881,1.788463105521929,211.39312648136175,1012.9447134238311,0.0,0.0,0.0,54.277108999411766,32.680901795882356,2.0588235294117645,2.0
81,20160322,3684866204.352941,36.64705882352941,9.432165481577245,2.7186143268496212,16.633673875144467,2.171444437915026,248.42340012928253,1008.6311586452764,0.0,0.0,0.0,58.77273043117648,37.69585558117646,2.0,2.0588235294117645
